#Parameters = {D=8; L=167.5; Z0=73; Gap=1.5}
#"Frequency / GHz"	"S1,1 (L=167.5) [Magnitude]"
#----------------------------------------------
0.10000000149012	0.16733603925985
0.10400000214577	0.14185608005107
0.10800000280142	0.11598727331464
0.11200000345707	0.089799670205225
0.11599999666214	0.063361327677635
0.11999999731779	0.036747754815296
0.12399999797344	0.010032496593827
0.12800000607967	-0.016709463681953
0.13199999928474	-0.043400588388111
0.13600000739098	-0.069962900633276
0.14000000059605	-0.096317729497248
0.14399999380112	-0.12238537643390
0.14800000190735	-0.14808681511501
0.15199999511242	-0.17334325223419
0.15600000321865	-0.19807386682488
0.15999999642372	-0.22220147758145
0.16400000452995	-0.24564844005503
0.16799999773502	-0.26834082204877
0.17200000584126	-0.29020357096282
0.17599999904633	-0.31116444350492
0.18000000715256	-0.33115633483509
0.18400000035763	-0.35011095446604
0.18799999356270	-0.36796807154518
0.19200000166893	-0.38466724667086
0.19599999487400	-0.40015549607319
0.20000000298023	-0.41438199007958
0.20399999618530	-0.42730099680566
0.20800000429153	-0.43887236906625
0.21199999749660	-0.44906263014536
0.21600000560284	-0.45783980424399
0.21999999880791	-0.46518487698385
0.22400000691414	-0.47107674033568
0.22800000011921	-0.47550732606287
0.23199999332428	-0.47846974461238
0.23600000143051	-0.47996727593938
0.23999999463558	-0.48000599040771
0.24400000274181	-0.47860177302317
0.24799999594688	-0.47577364474986
0.25200000405312	-0.47154901979535
0.25600001215935	-0.46596110706284
0.25999999046326	-0.45904644161279
0.26399999856949	-0.45084931649068
0.26800000667572	-0.44141943782790
0.27200001478195	-0.43080933812416
0.27599999308586	-0.41907912872112
0.28000000119209	-0.40629122861496
0.28400000929832	-0.39251341358413
0.28799998760223	-0.37781397836472
0.29199999570847	-0.36226851922936
0.29600000381470	-0.34595282723176
0.30000001192093	-0.32894778184425
0.30399999022484	-0.31133199721493
0.30799999833107	-0.29319026256366
0.31200000643730	-0.27460646524519
0.31600001454353	-0.25566687112265
0.31999999284744	-0.23645753075321
0.32400000095367	-0.21706528695962
0.32800000905991	-0.19757581405720
0.33199998736382	-0.17807853659593
0.33599999547005	-0.15865765997694
0.34000000357628	-0.13940021072337
0.34400001168251	-0.12039011794028
0.34799998998642	-0.10171464566545
0.35199999809265	-0.083454315395482
0.35600000619888	-0.065691019440471
0.36000001430511	-0.048506038871393
0.36399999260902	-0.031978009937052
0.36800000071526	-0.016183880888700
0.37200000882149	-0.0011990645311135
0.37599998712540	0.012902146560284
0.37999999523163	0.026047560316253
0.38400000333786	0.038167723568983
0.38800001144409	0.049192166294101
0.39199998974800	0.059057795305273
0.39599999785423	0.067694936196879
0.40000000596046	0.075045312551207
0.40400001406670	0.081042910353343
0.40799999237061	0.085631724616712
0.41200000047684	0.088751923555129
0.41600000858307	0.090347528574496
0.41999998688698	0.090363879716797
0.42399999499321	0.088746680206529
0.42800000309944	0.085445077001741
0.43200001120567	0.080407081875554
0.43599998950958	0.073583321428502
0.43999999761581	0.064928010206475
0.44400000572205	0.054392467952358
0.44800001382828	0.041930702996716
0.45199999213219	0.027497899659098
0.45600000023842	0.011049483313743
0.46000000834465	-0.0074565606360588
0.46399998664856	-0.028064412966233
0.46799999475479	-0.050815649456491
0.47200000286102	-0.075750000937837
0.47600001096725	-0.10291143173948
0.47999998927116	-0.13233742239782
0.48399999737740	-0.16407145780273
0.48800000548363	-0.19814943266264
0.49200001358986	-0.23461633275767
0.49599999189377	-0.27350861913889
0.50000000000000	-0.31486793995338
0.50400000810623	-0.35873383759141
0.50800001621246	-0.40514530475303
0.51200002431870	-0.45414695553570
0.51599997282028	-0.50577605499129
0.51999998092651	-0.56007595128684
0.52399998903275	-0.61708935674545
0.52799999713898	-0.67685934118205
0.53200000524521	-0.73942993904409
0.53600001335144	-0.80484447555892
0.54000002145767	-0.87315020091810
0.54400002956390	-0.94439420989106
0.54799997806549	-1.0186244799350
0.55199998617172	-1.0958903030888
0.55599999427795	-1.1762434986217
0.56000000238419	-1.2597361669763
0.56400001049042	-1.3464236396073
0.56800001859665	-1.4363625645846
0.57200002670288	-1.5296113148167
0.57599997520447	-1.6262295405492
0.57999998331070	-1.7262824337443
0.58399999141693	-1.8298334369122
0.58799999952316	-1.9369543236640
0.59200000762939	-2.0477138516879
0.59600001573563	-2.1621867854131
0.60000002384186	-2.2804523695308
0.60399997234344	-2.4025925226621
0.60799998044968	-2.5286896695569
0.61199998855591	-2.6588359292449
0.61599999666214	-2.7931251261026
0.62000000476837	-2.9316551270995
0.62400001287460	-3.0745291931564
0.62800002098083	-3.2218575375231
0.63200002908707	-3.3737555325703
0.63599997758865	-3.5303421305988
0.63999998569489	-3.6917465691080
0.64399999380112	-3.8581023145747
0.64800000190735	-4.0295523979441
0.65200001001358	-4.2062478926335
0.65600001811981	-4.3883455290373
0.66000002622604	-4.5760164103588
0.66399997472763	-4.7694359895580
0.66799998283386	-4.9687954997042
0.67199999094009	-5.1742927270238
0.67599999904633	-5.3861416578720
0.68000000715256	-5.6045676302901
0.68400001525879	-5.8298098978844
0.68800002336502	-6.0621207782392
0.69199997186661	-6.3017706729135
0.69599997997284	-6.5490450348728
0.69999998807907	-6.8042465888772
0.70399999618530	-7.0676978722125
0.70800000429153	-7.3397370821520
0.71200001239777	-7.6207260483723
0.71600002050400	-7.9110404445721
0.72000002861023	-8.2110792498104
0.72399997711182	-8.5212582905617
0.72799998521805	-8.8420109818942
0.73199999332428	-9.1737794248517
0.73600000143051	-9.5170198600232
0.74000000953674	-9.8721861711966
0.74400001764297	-10.239720258659
0.74800002574921	-10.620042286814
0.75199997425079	-11.013520513898
0.75599998235703	-11.420445230915
0.75999999046326	-11.840984526330
0.76399999856949	-12.275120967342
0.76800000667572	-12.722574964199
0.77200001478195	-13.182689159220
0.77600002288818	-13.654283868414
0.77999997138977	-14.135455871730
0.78399997949600	-14.623343086375
0.78799998760223	-15.113805581734
0.79199999570847	-15.601090335757
0.79600000381470	-16.077469918445
0.80000001192093	-16.532958098884
0.80400002002716	-16.955238899571
0.80800002813339	-17.329980841292
0.81199997663498	-17.641772665411
0.81599998474121	-17.875744135412
0.81999999284744	-18.019729367500
0.82400000095367	-18.066462090926
0.82800000905991	-18.015066320757
0.83200001716614	-17.871239107965
0.83600002527237	-17.646057477782
0.83999997377396	-17.353899297248
0.84399998188019	-17.010205153917
0.84799998998642	-16.629681502908
0.85199999809265	-16.225201793316
0.85600000619888	-15.807340441982
0.86000001430511	-15.384370752946
0.86400002241135	-14.962506496155
0.86799997091293	-14.546251290340
0.87199997901917	-14.138749295991
0.87599998712540	-13.742107514435
0.87999999523163	-13.357656009999
0.88400000333786	-12.986151162723
0.88800001144409	-12.627944517387
