#Parameters = {d=200; L=50}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
0.0000000000000	1.0000000000000	-0.0000000000000	73.000000000000	0.0000000000000
0.0040000001899898	0.99996054172516	-0.0088110128417611	73.000000000000	0.0000000000000
0.0080000003799796	0.99984240531921	-0.017621245235205	73.000000000000	0.0000000000000
0.012000000104308	0.99964547157288	-0.026429908350110	73.000000000000	0.0000000000000
0.016000000759959	0.99936991930008	-0.035236235707998	73.000000000000	0.0000000000000
0.019999999552965	0.99901556968689	-0.044039428234100	73.000000000000	0.0000000000000
0.024000000208616	0.99858260154724	-0.052838716655970	73.000000000000	0.0000000000000
0.028000000864267	0.99807113409042	-0.061633326113224	73.000000000000	0.0000000000000
0.032000001519918	0.99748092889786	-0.070422455668449	73.000000000000	0.0000000000000
0.035999998450279	0.99681240320206	-0.079205371439457	73.000000000000	0.0000000000000
0.039999999105930	0.99606543779373	-0.087981253862381	73.000000000000	0.0000000000000
0.043999999761581	0.99524009227753	-0.096749335527420	73.000000000000	0.0000000000000
0.048000000417233	0.99433654546738	-0.10550887137651	73.000000000000	0.0000000000000
0.052000001072884	0.99335479736328	-0.11425905674696	73.000000000000	0.0000000000000
0.056000001728535	0.99229520559311	-0.12299916893244	73.000000000000	0.0000000000000
0.059999998658895	0.99115765094757	-0.13172838091850	73.000000000000	0.0000000000000
0.064000003039837	0.98994243144989	-0.14044600725174	73.000000000000	0.0000000000000
0.068000003695488	0.98864930868149	-0.14915120601654	73.000000000000	0.0000000000000
0.071999996900558	0.98727893829346	-0.15784330666065	73.000000000000	0.0000000000000
0.075999997556210	0.98583126068115	-0.16652145981789	73.000000000000	0.0000000000000
0.079999998211861	0.98430639505386	-0.17518498003483	73.000000000000	0.0000000000000
0.083999998867512	0.98270440101624	-0.18383309245110	73.000000000000	0.0000000000000
0.087999999523163	0.98102563619614	-0.19246506690979	73.000000000000	0.0000000000000
0.092000000178814	0.97927039861679	-0.20108017325401	73.000000000000	0.0000000000000
0.096000000834465	0.97743850946426	-0.20967762172222	73.000000000000	0.0000000000000
0.10000000149012	0.97553056478500	-0.21825674176216	73.000000000000	0.0000000000000
0.10400000214577	0.97354650497437	-0.22681675851345	73.000000000000	0.0000000000000
0.10800000280142	0.97148662805557	-0.23535698652267	73.000000000000	0.0000000000000
0.11200000345707	0.96935117244720	-0.24387665092945	73.000000000000	0.0000000000000
0.11599999666214	0.96714025735855	-0.25237506628036	73.000000000000	0.0000000000000
0.11999999731779	0.96485430002213	-0.26085147261620	73.000000000000	0.0000000000000
0.12399999797344	0.96249330043793	-0.26930528879166	73.000000000000	0.0000000000000
0.12800000607967	0.96005767583847	-0.27773565053940	73.000000000000	0.0000000000000
0.13199999928474	0.95754778385162	-0.28614199161530	73.000000000000	0.0000000000000
0.13600000739098	0.95496374368668	-0.29452347755432	73.000000000000	0.0000000000000
0.14000000059605	0.95230573415756	-0.30287957191467	73.000000000000	0.0000000000000
0.14399999380112	0.94957417249680	-0.31120947003365	73.000000000000	0.0000000000000
0.14800000190735	0.94676929712296	-0.31951251626015	73.000000000000	0.0000000000000
0.15199999511242	0.94389128684998	-0.32778805494308	73.000000000000	0.0000000000000
0.15600000321865	0.94094055891037	-0.33603546023369	73.000000000000	0.0000000000000
0.15999999642372	0.93791735172272	-0.34425395727158	73.000000000000	0.0000000000000
0.16400000452995	0.93482214212418	-0.35244295001030	73.000000000000	0.0000000000000
0.16799999773502	0.93165493011475	-0.36060178279877	73.000000000000	0.0000000000000
0.17200000584126	0.92841607332230	-0.36872974038124	73.000000000000	0.0000000000000
0.17599999904633	0.92510610818863	-0.37682625651360	73.000000000000	0.0000000000000
0.18000000715256	0.92172515392303	-0.38489061594009	73.000000000000	0.0000000000000
0.18400000035763	0.91827356815338	-0.39292225241661	73.000000000000	0.0000000000000
0.18799999356270	0.91475170850754	-0.40092045068741	73.000000000000	0.0000000000000
0.19200000166893	0.91115993261337	-0.40888467431068	73.000000000000	0.0000000000000
0.19599999487400	0.90749835968018	-0.41681417822838	73.000000000000	0.0000000000000
0.20000000298023	0.90376758575439	-0.42470848560333	73.000000000000	0.0000000000000
0.20399999618530	0.89996790885925	-0.43256688117981	73.000000000000	0.0000000000000
0.20800000429153	0.89609950780869	-0.44038873910904	73.000000000000	0.0000000000000
0.21199999749660	0.89216274023056	-0.44817349314690	73.000000000000	0.0000000000000
0.21600000560284	0.88815826177597	-0.45592060685158	73.000000000000	0.0000000000000
0.21999999880791	0.88408607244492	-0.46362933516502	73.000000000000	0.0000000000000
0.22400000691414	0.87994664907455	-0.47129917144775	73.000000000000	0.0000000000000
0.22800000011921	0.87574028968811	-0.47892957925797	73.000000000000	0.0000000000000
0.23199999332428	0.87146753072739	-0.48651975393295	73.000000000000	0.0000000000000
0.23600000143051	0.86712855100632	-0.49406939744949	73.000000000000	0.0000000000000
0.23999999463558	0.86272370815277	-0.50157773494720	73.000000000000	0.0000000000000
0.24400000274181	0.85825335979462	-0.50904428958893	73.000000000000	0.0000000000000
0.24799999594688	0.85371804237366	-0.51646840572357	73.000000000000	0.0000000000000
0.25200000405312	0.84911799430847	-0.52384960651398	73.000000000000	0.0000000000000
