#Parameters = {D=8; L=173.5; Z0=73; Gap=1.5}
#"Frequency / GHz"	"S1,1 (L=173.5) [Magnitude]"
#----------------------------------------------
0.10000000149012	0.14321646219560
0.10400000214577	0.11617222742844
0.10800000280142	0.088771591405852
0.11200000345707	0.061093071068397
0.11599999666214	0.033218630189310
0.11999999731779	0.0052323961187083
0.12399999797344	-0.022780824363774
0.12800000607967	-0.050736000337561
0.13199999928474	-0.078542928846031
0.13600000739098	-0.10611497154964
0.14000000059605	-0.13336065983136
0.14399999380112	-0.16019267544417
0.14800000190735	-0.18652013656007
0.15199999511242	-0.21225520820048
0.15600000321865	-0.23730919016660
0.15999999642372	-0.26159543484708
0.16400000452995	-0.28502944253763
0.16799999773502	-0.30752948860300
0.17200000584126	-0.32901457131649
0.17599999904633	-0.34940876880096
0.18000000715256	-0.36863877542655
0.18400000035763	-0.38663679829593
0.18799999356270	-0.40333816430733
0.19200000166893	-0.41868395815628
0.19599999487400	-0.43262133848866
0.20000000298023	-0.44510093261887
0.20399999618530	-0.45608305862225
0.20800000429153	-0.46553153822252
0.21199999749660	-0.47341822513230
0.21600000560284	-0.47972238280673
0.21999999880791	-0.48442948919456
0.22400000691414	-0.48753291912829
0.22800000011921	-0.48903494967830
0.23199999332428	-0.48894074982051
0.23600000143051	-0.48726811243439
0.23999999463558	-0.48403903619081
0.24400000274181	-0.47928312356412
0.24799999594688	-0.47303818770336
0.25200000405312	-0.46534655860326
0.25600001215935	-0.45625840559400
0.25999999046326	-0.44583130288725
0.26399999856949	-0.43412639514998
0.26800000667572	-0.42120946271740
0.27200001478195	-0.40715422411727
0.27599999308586	-0.39203710231416
0.28000000119209	-0.37593808416828
0.28400000929832	-0.35894347545594
0.28799998760223	-0.34113879857953
0.29199999570847	-0.32261472250007
0.29600000381470	-0.30346471341339
0.30000001192093	-0.28378414579662
0.30399999022484	-0.26366634309874
0.30799999833107	-0.24320966344503
0.31200000643730	-0.22251144677655
0.31600001454353	-0.20166945243260
0.31999999284744	-0.18078279069134
0.32400000095367	-0.15994699327443
0.32800000905991	-0.13926037153431
0.33199998736382	-0.11881703122797
0.33599999547005	-0.098713670844875
0.34000000357628	-0.079043636302766
0.34400001168251	-0.059897598568736
0.34799998998642	-0.041367146603645
0.35199999809265	-0.023540264738165
0.35600000619888	-0.0065044761002460
0.36000001430511	0.0096557954332686
0.36399999260902	0.024858981060554
0.36800000071526	0.039023008845167
0.37200000882149	0.052070651011081
0.37599998712540	0.063925235784905
0.37999999523163	0.074511243615202
0.38400000333786	0.083757666407678
0.38800001144409	0.091594722957978
0.39199998974800	0.097953035845953
0.39599999785423	0.10276722466433
0.40000000596046	0.10597296993774
0.40400001406670	0.10750806212537
0.40799999237061	0.10731274389376
0.41200000047684	0.10532673455979
0.41600000858307	0.10149256438916
0.41999998688698	0.095755543804124
0.42399999499321	0.088060801136804
0.42800000309944	0.078356061599408
0.43200001120567	0.066589499798739
0.43599998950958	0.052709575211156
0.43999999761581	0.036666666142550
0.44400000572205	0.018413180191868
0.44800001382828	-0.0020985081391408
