#Parameters = {D=8; L=113.5; Z0=73; Gap=1.5}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
0.10000000149012	0.32625587321856
0.10400000214577	0.31473099828717
0.10800000280142	0.30287615813587
0.11200000345707	0.29070860530971
0.11599999666214	0.27823977841736
0.11999999731779	0.26548598805354
0.12399999797344	0.25246264049947
0.12800000607967	0.23918537277231
0.13199999928474	0.22566929675033
0.13600000739098	0.21193188395335
0.14000000059605	0.19799036412377
0.14399999380112	0.18386075046219
0.14800000190735	0.16956170103501
0.15199999511242	0.15511006766823
0.15600000321865	0.14052549988133
0.15999999642372	0.12582479514101
0.16400000452995	0.11102829568736
0.16799999773502	0.096155044284569
0.17200000584126	0.081222662935235
0.17599999904633	0.066252445273406
0.18000000715256	0.051263128468208
0.18400000035763	0.036273753579177
0.18799999356270	0.021304040980544
0.19200000166893	0.0063767061958629
0.19599999487400	-0.0084913332006621
0.20000000298023	-0.023279313909254
0.20399999618530	-0.037966320119891
0.20800000429153	-0.052533980171592
0.21199999749660	-0.066961578366838
0.21600000560284	-0.081230136292815
0.21999999880791	-0.095319488704820
0.22400000691414	-0.10921002563609
0.22800000011921	-0.12288281539084
0.23199999332428	-0.13632071879620
0.23600000143051	-0.14950391332665
0.23999999463558	-0.16241494724472
0.24400000274181	-0.17503532525980
0.24799999594688	-0.18734872139512
0.25200000405312	-0.19933880617303
0.25600001215935	-0.21098899046916
0.25999999046326	-0.22228256828539
0.26399999856949	-0.23320522803006
0.26800000667572	-0.24374446960903
0.27200001478195	-0.25388392979329
0.27599999308586	-0.26361294783860
0.28000000119209	-0.27291757969693
0.28400000929832	-0.28178689260676
0.28799998760223	-0.29021156175910
0.29199999570847	-0.29818136073038
0.29600000381470	-0.30568597601201
0.30000001192093	-0.31271911927841
0.30399999022484	-0.31927297707372
0.30799999833107	-0.32534195266701
0.31200000643730	-0.33092171425633
0.31600001454353	-0.33600580958209
0.31999999284744	-0.34059289042864
0.32400000095367	-0.34468156772377
0.32800000905991	-0.34826880234361
0.33199998736382	-0.35135490982555
0.33599999547005	-0.35394284678088
0.34000000357628	-0.35603182644248
0.34400001168251	-0.35762625630466
0.34799998998642	-0.35872994689793
0.35199999809265	-0.35934678128816
0.35600000619888	-0.35948470386546
0.36000001430511	-0.35915021571075
0.36399999260902	-0.35835009316141
0.36800000071526	-0.35709435063743
0.37200000882149	-0.35539173927278
0.37599998712540	-0.35325327232862
0.37999999523163	-0.35069119569719
0.38400000333786	-0.34771703984114
0.38800001144409	-0.34434395530621
0.39199998974800	-0.34058588843834
0.39599999785423	-0.33645821364018
0.40000000596046	-0.33197516706062
0.40400001406670	-0.32715372747630
0.40799999237061	-0.32201086827782
0.41200000047684	-0.31656292362489
0.41600000858307	-0.31082817475617
0.41999998688698	-0.30482532383794
0.42399999499321	-0.29857283518157
0.42800000309944	-0.29209011303425
0.43200001120567	-0.28539742928925
0.43599998950958	-0.27851629238696
0.43999999761581	-0.27146331550979
0.44400000572205	-0.26426234101358
0.44800001382828	-0.25693265845730
0.45199999213219	-0.24949766335783
0.45600000023842	-0.24197645731620
0.46000000834465	-0.23439450662549
0.46399998664856	-0.22676840428947
0.46799999475479	-0.21912431230930
0.47200000286102	-0.21148345799191
0.47600001096725	-0.20386475069456
0.47999998927116	-0.19629405255367
0.48399999737740	-0.18879204045069
0.48800000548363	-0.18137985936406
0.49200001358986	-0.17408039008962
0.49599999189377	-0.16691562886816
0.50000000000000	-0.15990693909675
0.50400000810623	-0.15307465345605
0.50800001621246	-0.14644254501719
0.51200002431870	-0.14003143158723
0.51599997282028	-0.13386041427702
0.51999998092651	-0.12795333773636
0.52399998903275	-0.12232874011068
0.52799999713898	-0.11700736433618
