#Parameters = {L=173.5; Gap=1.5; D=8; Z0=73; cte=0.904}
#"Frequency / GHz"	"S1,1 (16) [Magnitude]"
#-----------------------------------------
0.0000000000000	0.0000000000000
0.0020000000949949	-2.2540569998935e-05
0.0040000001899898	-9.3799460331654e-05
0.0060000000521541	-0.00020915625887525
0.0080000003799796	-0.00037126524683320
0.0099999997764826	-0.00057866403886242
0.012000000104308	-0.00083095029509611
0.014000000432134	-0.0011282664040956
0.016000000759959	-0.0014702594514922
0.017999999225140	-0.0018560817836183
0.019999999552965	-0.0022843919203269
0.021999999880791	-0.0027533507329682
0.024000000208616	-0.0032616586435922
0.026000000536442	-0.0038121791167919
0.028000000864267	-0.0043984668493355
0.029999999329448	-0.0050239411458087
0.032000001519918	-0.0056852976115654
0.034000001847744	-0.0063792499333268
0.035999998450279	-0.0071087374760822
0.037999998778105	-0.0078679029597033
0.039999999105930	-0.0086565934686970
0.041999999433756	-0.0094731288166379
0.043999999761581	-0.010317368695098
0.046000000089407	-0.011185021145382
0.048000000417233	-0.012077011235288
0.050000000745058	-0.012988017148184
0.052000001072884	-0.013917907576176
0.054000001400709	-0.014864996343028
0.056000001728535	-0.015827069089453
0.057999998331070	-0.016801885356042
0.059999998658895	-0.017787247928407
0.061999998986721	-0.018781902227299
0.064000003039837	-0.019781548770143
0.065999999642372	-0.020786502118384
0.068000003695488	-0.021793941275176
0.070000000298023	-0.022800523527544
0.071999996900558	-0.023804934513765
0.074000000953674	-0.024805349499075
0.075999997556210	-0.025798850487837
0.078000001609325	-0.026783586281498
0.079999998211861	-0.027757582848516
0.082000002264977	-0.028718939714636
0.083999998867512	-0.029665626032430
0.086000002920628	-0.030595687040993
0.087999999523163	-0.031505486379154
0.090000003576279	-0.032394471935647
0.092000000178814	-0.033262125239992
0.093999996781349	-0.034103643838585
0.096000000834465	-0.034918429311564
0.097999997437000	-0.035706296235546
0.10000000149012	-0.036463416978076
0.10199999809265	-0.037189020011772
0.10400000214577	-0.037881771570996
0.10599999874830	-0.038539839724238
0.10800000280142	-0.039163286473041
0.10999999940395	-0.039748684586976
0.11200000345707	-0.040294986651701
0.11400000005960	-0.040802201780454
0.11599999666214	-0.041269817220119
0.11800000071526	-0.041694612592096
0.11999999731779	-0.042078103658312
0.12200000137091	-0.042417465045282
0.12399999797344	-0.042714068369497
0.12600000202656	-0.042965651442686
0.12800000607967	-0.043174484070776
0.12999999523163	-0.043337109110970
0.13199999928474	-0.043454778484265
0.13400000333786	-0.043528090473589
0.13600000739098	-0.043555004180316
0.13799999654293	-0.043538773995106
0.14000000059605	-0.043476775529845
0.14200000464916	-0.043369957435954
0.14399999380112	-0.043219906581532
0.14599999785423	-0.043027042351556
0.14800000190735	-0.042791178332146
0.15000000596046	-0.042513280379758
0.15199999511242	-0.042195734114802
0.15399999916553	-0.041837819526402
0.15600000321865	-0.041440893950374
0.15800000727177	-0.041007285103164
0.15999999642372	-0.040538270971597
0.16200000047684	-0.040033109605573
0.16400000452995	-0.039497229037871
0.16599999368191	-0.038928140182937
0.16799999773502	-0.038331324821308
0.17000000178814	-0.037705931957887
0.17200000584126	-0.037055366054606
0.17399999499321	-0.036380574225404
0.17599999904633	-0.035685026547253
0.17800000309944	-0.034968524180881
0.18000000715256	-0.034236762579845
0.18199999630451	-0.033490051051234
0.18400000035763	-0.032730097468914
0.18600000441074	-0.031959573556186
0.18799999356270	-0.031183710422033
0.18999999761581	-0.030401492704394
0.19200000166893	-0.029616959634425
0.19400000572205	-0.028833814279585
0.19599999487400	-0.028053567492910
0.19799999892712	-0.027278625948971
0.20000000298023	-0.026512362669891
0.20200000703335	-0.025757302801767
0.20399999618530	-0.025016941053293
0.20600000023842	-0.024293527465102
0.20800000429153	-0.023589293976550
0.20999999344349	-0.022907617681593
0.21199999749660	-0.022251529368470
0.21400000154972	-0.021624706265361
0.21600000560284	-0.021026905495054
0.21799999475479	-0.020464498802970
0.21999999880791	-0.019936266589494
0.22200000286102	-0.019449056027236
0.22400000691414	-0.019004350690926
0.22599999606609	-0.018601727927208
0.22800000011921	-0.018248846915752
0.23000000417233	-0.017944324584582
0.23199999332428	-0.017691981541030
0.23399999737740	-0.017494302925039
0.23600000143051	-0.017353969044237
0.23800000548363	-0.017273096522537
0.23999999463558	-0.017253526094931
0.24199999868870	-0.017297987129848
0.24400000274181	-0.017409217575656
0.24600000679493	-0.017586718552084
0.24799999594688	-0.017834999780321
0.25000000000000	-0.018155245314266
0.25200000405312	-0.018549518012323
0.25400000810623	-0.019018638711029
0.25600001215935	-0.019564445081032
0.25799998641014	-0.020188071340243
0.25999999046326	-0.020893728627607
0.26199999451637	-0.021678719253420
0.26399999856949	-0.022545992150171
0.26600000262260	-0.023496230228274
0.26800000667572	-0.024532287199746
0.27000001072884	-0.025653064292532
0.27200001478195	-0.026859599098997
0.27399998903275	-0.028153670586224
0.27599999308586	-0.029533927561743
0.27799999713898	-0.031003020543815
0.28000000119209	-0.032558399274289
0.28200000524521	-0.034202893254842
0.28400000929832	-0.035937157511940
0.28600001335144	-0.037759188764772
0.28799998760223	-0.039668684814671
0.28999999165535	-0.041667310882780
0.29199999570847	-0.043753279247128
0.29399999976158	-0.045926940682274
0.29600000381470	-0.048187730465544
0.29800000786781	-0.050534527979423
0.30000001192093	-0.052967732752453
0.30199998617172	-0.055485486451917
0.30399999022484	-0.058087330959687
0.30599999427795	-0.060771866846073
0.30799999833107	-0.063539196970508
0.31000000238419	-0.066387624659266
0.31200000643730	-0.069315155845427
0.31400001049042	-0.072322393978194
0.31600001454353	-0.075406052665842
0.31799998879433	-0.078565298814215
0.31999999284744	-0.081800406056381
0.32199999690056	-0.085106542036861
0.32400000095367	-0.088485413491947
0.32600000500679	-0.091933607779245
0.32800000905991	-0.095451586267432
0.33000001311302	-0.099034325537023
0.33199998736382	-0.10268277880495
0.33399999141693	-0.10639479609966
0.33599999547005	-0.11016827793535
0.33799999952316	-0.11400161862952
0.34000000357628	-0.11789484960479
0.34200000762939	-0.12184490288165
0.34400001168251	-0.12584796559895
0.34599998593330	-0.12990687932678
0.34799998998642	-0.13401735355304
0.34999999403954	-0.13817704118814
0.35199999809265	-0.14238626309479
0.35400000214577	-0.14664520404197
0.35600000619888	-0.15094893986172
0.35800001025200	-0.15529691611658
0.36000001430511	-0.15969147029939
0.36199998855591	-0.16412710543529
0.36399999260902	-0.16860472613251
0.36599999666214	-0.17312437873705
0.36800000071526	-0.17768420520069
0.37000000476837	-0.18228261675381
0.37200000882149	-0.18692155904290
0.37400001287460	-0.19159834483530
0.37599998712540	-0.19631297457905
0.37799999117851	-0.20106830176687
0.37999999523163	-0.20586069441265
0.38199999928474	-0.21069151338186
0.38400000333786	-0.21556311040371
0.38600000739098	-0.22047359765710
0.38800001144409	-0.22542632021024
0.38999998569489	-0.23041781705732
0.39199998974800	-0.23545494413217
0.39399999380112	-0.24053437360809
0.39599999785423	-0.24566106336450
0.39800000190735	-0.25083416189249
0.40000000596046	-0.25605870801589
0.40200001001358	-0.26133407192804
0.40400001406670	-0.26666397240529
0.40599998831749	-0.27205081683488
0.40799999237061	-0.27749869368678
0.40999999642372	-0.28300986479691
0.41200000047684	-0.28858663866697
0.41400000452995	-0.29423491464402
0.41600000858307	-0.29995782867222
0.41800001263618	-0.30575919034295
0.41999998688698	-0.31164494862205
0.42199999094009	-0.31761675517995
0.42399999499321	-0.32368342630501
0.42599999904633	-0.32984639029530
0.42800000309944	-0.33611417764583
0.43000000715256	-0.34249149696348
0.43200001120567	-0.34898476606729
0.43399998545647	-0.35559998825156
0.43599998950958	-0.36234306594262
0.43799999356270	-0.36922191854965
0.43999999761581	-0.37624299296817
0.44200000166893	-0.38341343538817
0.44400000572205	-0.39074200844477
0.44600000977516	-0.39823502691606
0.44800001382828	-0.40590202877527
0.44999998807907	-0.41374998133740
