#Parameters = {L=113.5; Gap=1.5; D=8; Z0=73; cte=0.904}
#"Frequency / GHz"	"S1,1 (6) [Magnitude]"
#----------------------------------------
0.0000000000000	0.0000000000000
0.0020000000949949	-6.4958412678187e-06
0.0040000001899898	-2.5985291825631e-05
0.0060000000521541	-5.8991886118149e-05
0.0080000003799796	-0.00010500739117727
0.0099999997764826	-0.00016404529567810
0.012000000104308	-0.00023508718103303
0.014000000432134	-0.00031970700531589
0.016000000759959	-0.00041741245587741
0.017999999225140	-0.00052823098865601
0.019999999552965	-0.00065115935801160
0.021999999880791	-0.00078519689141886
0.024000000208616	-0.00093348864093253
0.026000000536442	-0.0010924532081053
0.028000000864267	-0.0012636891470657
0.029999999329448	-0.0014482801347784
0.032000001519918	-0.0016436886137049
0.034000001847744	-0.0018494513779054
0.035999998450279	-0.0020676964763495
0.037999998778105	-0.0022964119862508
0.039999999105930	-0.0025361818151104
0.041999999433756	-0.0027865452248247
0.043999999761581	-0.0030470611174144
0.046000000089407	-0.0033183080128950
0.048000000417233	-0.0035988075024179
0.050000000745058	-0.0038881060743784
0.052000001072884	-0.0041873298687964
0.054000001400709	-0.0044955090179015
0.056000001728535	-0.0048121934165752
0.057999998331070	-0.0051369626995827
0.059999998658895	-0.0054703994977404
0.061999998986721	-0.0058105193150057
0.064000003039837	-0.0061584336384288
0.065999999642372	-0.0065136893301603
0.068000003695488	-0.0068748344096892
0.070000000298023	-0.0072419404304754
0.071999996900558	-0.0076150908734614
0.074000000953674	-0.0079943521101895
0.075999997556210	-0.0083782677575169
0.078000001609325	-0.0087658485962130
0.079999998211861	-0.0091592824929966
0.082000002264977	-0.0095560064372378
0.083999998867512	-0.0099566501009284
0.086000002920628	-0.010360222754056
0.087999999523163	-0.010765767868888
0.090000003576279	-0.011175427148251
0.092000000178814	-0.011584587472983
0.093999996781349	-0.011996434020748
0.096000000834465	-0.012409963017881
0.097999997437000	-0.012823195929737
0.10000000149012	-0.013237690978684
0.10199999809265	-0.013651452058800
0.10400000214577	-0.014064523645403
0.10599999874830	-0.014476922201036
0.10800000280142	-0.014887686750411
0.10999999940395	-0.015297325616053
0.11200000345707	-0.015704820006680
0.11400000005960	-0.016109718493624
0.11599999666214	-0.016510980965816
0.11800000071526	-0.016908096124230
0.11999999731779	-0.017303645604482
0.12200000137091	-0.017694015183141
0.12399999797344	-0.018079217853160
0.12600000202656	-0.018460779971074
0.12800000607967	-0.018836084539238
0.12999999523163	-0.019207182167390
0.13199999928474	-0.019570937591080
0.13400000333786	-0.019928371166747
0.13600000739098	-0.020279410032563
0.13799999654293	-0.020624043548844
0.14000000059605	-0.020961632912520
0.14200000464916	-0.021290627588275
0.14399999380112	-0.021613025723278
0.14599999785423	-0.021927152118609
0.14800000190735	-0.022230889008942
0.15000000596046	-0.022527723098463
0.15199999511242	-0.022814508483122
0.15399999916553	-0.023093166038385
0.15600000321865	-0.023361027143831
0.15800000727177	-0.023620051712383
0.15999999642372	-0.023869519051400
0.16200000047684	-0.024106773803269
0.16400000452995	-0.024336352008427
0.16599999368191	-0.024554440019159
0.16799999773502	-0.024761869242436
0.17000000178814	-0.024958643222448
0.17200000584126	-0.025143921677240
0.17399999499321	-0.025318036294486
0.17599999904633	-0.025481875843873
0.17800000309944	-0.025634358294495
0.18000000715256	-0.025774495346364
0.18199999630451	-0.025903899769481
0.18400000035763	-0.026022129438988
0.18600000441074	-0.026129153158006
0.18799999356270	-0.026223562828297
0.18999999761581	-0.026307275500248
0.19200000166893	-0.026378518563127
0.19400000572205	-0.026439575743404
0.19599999487400	-0.026488693220171
0.19799999892712	-0.026525023539808
0.20000000298023	-0.026551992951260
0.20200000703335	-0.026567197385750
0.20399999618530	-0.026570936632251
0.20600000023842	-0.026565077678965
0.20800000429153	-0.026546630552791
0.20999999344349	-0.026518450832248
0.21199999749660	-0.026480174146783
0.21400000154972	-0.026429997420563
0.21600000560284	-0.026370254788389
0.21799999475479	-0.026301203619120
0.21999999880791	-0.026221738577465
0.22200000286102	-0.026133958385820
0.22400000691414	-0.026035745235334
0.22599999606609	-0.025928399644288
0.22800000011921	-0.025813216510076
0.23000000417233	-0.025689346606642
0.23199999332428	-0.025557922468022
0.23399999737740	-0.025418080808171
0.23600000143051	-0.025271664012099
0.23800000548363	-0.025117721393319
0.23999999463558	-0.024957666937812
0.24199999868870	-0.024790797412379
0.24400000274181	-0.024617684151485
0.24600000679493	-0.024440237623631
0.24799999594688	-0.024256394985100
0.25000000000000	-0.024069609449050
0.25200000405312	-0.023877567403008
0.25400000810623	-0.023682551389032
0.25600001215935	-0.023484295269414
0.25799998641014	-0.023282362899698
0.25999999046326	-0.023078613222545
0.26199999451637	-0.022873089013140
0.26399999856949	-0.022666572608501
0.26600000262260	-0.022459180705135
0.26800000667572	-0.022252176144250
0.27000001072884	-0.022044199741793
0.27200001478195	-0.021837970920890
0.27399998903275	-0.021632787889017
0.27599999308586	-0.021429808259983
0.27799999713898	-0.021230181835141
0.28000000119209	-0.021032136284447
0.28200000524521	-0.020838546323894
0.28400000929832	-0.020648423933938
0.28600001335144	-0.020464334543841
0.28799998760223	-0.020285096033985
0.28999999165535	-0.020111722657365
0.29199999570847	-0.019945042102035
0.29399999976158	-0.019785496852023
0.29600000381470	-0.019633616058951
0.29800000786781	-0.019490026657529
0.30000001192093	-0.019356319257070
0.30199998617172	-0.019230702832615
0.30399999022484	-0.019115723563225
0.30599999427795	-0.019011912158683
0.30799999833107	-0.018919880918631
0.31000000238419	-0.018839583562015
0.31200000643730	-0.018771525626619
0.31400001049042	-0.018716613216297
0.31600001454353	-0.018675483665696
0.31799998879433	-0.018648842246833
0.31999999284744	-0.018636810113062
0.32199999690056	-0.018641083184860
0.32400000095367	-0.018661201182361
0.32600000500679	-0.018697810749119
0.32800000905991	-0.018751717260821
0.33000001311302	-0.018823723682964
0.33199998736382	-0.018914521922636
0.33399999141693	-0.019022521111890
0.33599999547005	-0.019150993465713
0.33799999952316	-0.019300161477578
0.34000000357628	-0.019469172079694
0.34200000762939	-0.019659657845141
0.34400001168251	-0.019871353541185
0.34599998593330	-0.020104713874389
0.34799998998642	-0.020362640964772
0.34999999403954	-0.020641403213411
0.35199999809265	-0.020944827752771
0.35400000214577	-0.021272215777740
0.35600000619888	-0.021623453346791
0.35800001025200	-0.021999818742406
0.36000001430511	-0.022401900971849
0.36199998855591	-0.022830980447381
0.36399999260902	-0.023284643234901
0.36599999666214	-0.023765454099561
0.36800000071526	-0.024272515245143
0.37000000476837	-0.024807692850298
0.37200000882149	-0.025371043065248
0.37400001287460	-0.025961748258918
0.37599998712540	-0.026581740494448
0.37799999117851	-0.027229534941647
0.37999999523163	-0.027906587840516
0.38199999928474	-0.028612828422353
0.38400000333786	-0.029349474129990
0.38600000739098	-0.030115298926778
0.38800001144409	-0.030911456302061
0.38999998569489	-0.031738865979930
0.39199998974800	-0.032595143193360
0.39399999380112	-0.033484368251771
0.39599999785423	-0.034403661551814
0.39800000190735	-0.035353883824462
0.40000000596046	-0.036335389181368
0.40200001001358	-0.037349884533474
0.40400001406670	-0.038395465621192
0.40599998831749	-0.039471563227664
0.40799999237061	-0.040582175183614
0.40999999642372	-0.041722649107132
0.41200000047684	-0.042895821615746
0.41400000452995	-0.044102219478793
0.41600000858307	-0.045340063934056
0.41800001263618	-0.046610515321630
0.41999998688698	-0.047913740315392
0.42199999094009	-0.049249134079787
0.42399999499321	-0.050616823637143
0.42599999904633	-0.052016705196836
0.42800000309944	-0.053449353290789
0.43000000715256	-0.054913783221336
0.43200001120567	-0.056411301171783
0.43399998545647	-0.057941211528266
0.43599998950958	-0.059503680834918
0.43799999356270	-0.061097445423206
0.43999999761581	-0.062724414289478
0.44200000166893	-0.064381733115063
