#Parameters = {L=149.5; D=10; Gap=1.5; Z0=73}
#"Frequency / GHz"	"S1,1 (L=149.5) [Magnitude]"
#----------------------------------------------
0.10000000149012	-0.40403755263708
0.10440000146627	-0.39035621143532
0.10880000144243	-0.37626298213146
0.11320000141859	-0.36177609489377
0.11760000139475	-0.34691786166099
0.12200000137091	-0.33170947326643
0.12639999389648	-0.31617261904472
0.13079999387264	-0.30032826325811
0.13519999384880	-0.28420116434313
0.13959999382496	-0.26781174952257
0.14399999380112	-0.25118461829054
0.14839999377728	-0.23434236715858
0.15279999375343	-0.21730820660949
0.15719999372959	-0.20010623130963
0.16159999370575	-0.18275988204751
0.16599999368191	-0.16529569107222
0.17039999365807	-0.14773370036369
0.17479999363422	-0.13010089693151
0.17919999361038	-0.11241983213959
0.18359999358654	-0.094717163700935
0.18799999356270	-0.077014728208942
0.19239999353886	-0.059338731873465
0.19679999351501	-0.041713487067965
0.20119999349117	-0.024161994887593
0.20559999346733	-0.0067092431497825
0.20999999344349	0.010621316690177
0.21439999341965	0.027804080782728
0.21879999339581	0.044816473232366
0.22319999337196	0.061634655115718
0.22759999334812	0.078233777967469
0.23199999332428	0.094591053997024
0.23639999330044	0.11068303442355
0.24079999327660	0.12648601466528
0.24519999325275	0.14197858020845
0.24959999322891	0.15713438531531
0.25400000810623	0.17193387699248
0.25839999318123	0.18635348261494
0.26280000805855	0.20037035117529
0.26719999313354	0.21396315454520
0.27160000801086	0.22710927949712
0.27599999308586	0.23978581520930
0.28040000796318	0.25197441227827
0.28479999303818	0.26364988345483
0.28920000791550	0.27479550186921
0.29359999299049	0.28538520602096
0.29800000786781	0.29540218438175
0.30239999294281	0.30482317800545
0.30680000782013	0.31363006370512
0.31119999289513	0.32180121209094
0.31560000777245	0.32931557931571
0.31999999284744	0.33615642310051
0.32440000772476	0.34230273633066
0.32879999279976	0.34773218794542
0.33320000767708	0.35243027494173
0.33759999275208	0.35637556055995
0.34200000762939	0.35954759557056
0.34639999270439	0.36192920788186
0.35080000758171	0.36350304469981
0.35519999265671	0.36424798277528
0.35960000753403	0.36414697756078
0.36399999260902	0.36318147687867
0.36840000748634	0.36133388715348
0.37279999256134	0.35858321816824
0.37720000743866	0.35491552316590
0.38159999251366	0.35031129189879
0.38600000739098	0.34475197896236
0.39039999246597	0.33822190568780
0.39480000734329	0.33070032225914
0.39919999241829	0.32217280187615
0.40360000729561	0.31261899663270
0.40799999237061	0.30202304202653
0.41240000724792	0.29036772403074
0.41679999232292	0.27763453181783
0.42120000720024	0.26380719067237
0.42559999227524	0.24886619753813
0.43000000715256	0.23279543553337
0.43439999222755	0.21557759015907
0.43880000710487	0.19719459935305
0.44319999217987	0.17762780131207
0.44760000705719	0.15686204933745
0.45199999213219	0.13487720592693
0.45640000700951	0.11165587623178
0.46079999208450	0.087180823579184
0.46520000696182	0.061433428148874
0.46959999203682	0.034393806764062
0.47400000691414	0.0060470151791028
0.47839999198914	-0.023628358329678
0.48280000686646	-0.054649177402322
0.48719999194145	-0.087035157625619
0.49160000681877	-0.12080677624217
0.49599999189377	-0.15597959954904
0.50040000677109	-0.19257793938860
0.50480002164841	-0.23061878764107
0.50919997692108	-0.27012340441177
