# Version 1.00
#
freq[Hz];re:Trc1_S22;im:Trc1_S22;
1.000000000000000E+008;9.940842773336356E-001;-9.512813680623727E-002;
1.110000000000000E+008;9.926358120371901E-001;-1.065729210361213E-001;
1.220000000000000E+008;9.906109062508947E-001;-1.178357362654628E-001;
1.330000000000000E+008;9.879899831476373E-001;-1.300791033828999E-001;
1.440000000000000E+008;9.838150806101381E-001;-1.424740448963672E-001;
1.550000000000000E+008;9.780787288071827E-001;-1.522244322673794E-001;
1.660000000000000E+008;9.747071579312888E-001;-1.605689116170881E-001;
1.770000000000000E+008;9.722722109356123E-001;-1.689223717286181E-001;
1.880000000000000E+008;9.697100417136053E-001;-1.758728697371082E-001;
1.990000000000000E+008;9.685920550974941E-001;-1.825925812163400E-001;
2.100000000000000E+008;9.682358234782341E-001;-1.920853112873839E-001;
2.210000000000000E+008;9.664744771133655E-001;-2.037693819593464E-001;
2.320000000000000E+008;9.627035733969728E-001;-2.161164398477455E-001;
2.430000000000000E+008;9.581753791144585E-001;-2.268829983927667E-001;
2.540000000000000E+008;9.546076110589673E-001;-2.366150736940149E-001;
2.650000000000000E+008;9.514870454137074E-001;-2.444993594219152E-001;
2.760000000000000E+008;9.499447417567131E-001;-2.513332979761183E-001;
2.870000000000000E+008;9.493865969074087E-001;-2.584644312569398E-001;
2.980000000000000E+008;9.485724670055640E-001;-2.673691644731491E-001;
3.090000000000000E+008;9.467268620934556E-001;-2.781141611620265E-001;
3.200000000000000E+008;9.431643203657562E-001;-2.896801722294712E-001;
3.310000000000000E+008;9.383440248598420E-001;-3.018152503906146E-001;
3.420000000000000E+008;9.326624678185560E-001;-3.137132763495076E-001;
3.530000000000000E+008;9.269940594056204E-001;-3.246246354603747E-001;
3.640000000000000E+008;9.225662079865135E-001;-3.339446137956360E-001;
3.750000000000000E+008;9.194667398250709E-001;-3.425070882658207E-001;
3.860000000000000E+008;9.175794406144194E-001;-3.503081874572842E-001;
3.970000000000000E+008;9.157651051189061E-001;-3.582754135095168E-001;
4.080000000000000E+008;9.134443499553479E-001;-3.675808995773023E-001;
4.190000000000000E+008;9.101947735544440E-001;-3.788255994564996E-001;
4.300000000000000E+008;9.051630367890867E-001;-3.917770849473677E-001;
4.410000000000000E+008;8.995243203565597E-001;-4.053643846511267E-001;
4.520000000000000E+008;8.935345477458208E-001;-4.189105545516397E-001;
4.630000000000000E+008;8.878025698127060E-001;-4.321293816955014E-001;
4.740000000000000E+008;8.820626158100712E-001;-4.443688696594704E-001;
4.850000000000000E+008;8.765065630775977E-001;-4.564682360904778E-001;
4.960000000000000E+008;8.705618266648304E-001;-4.685131596912416E-001;
5.070000000000000E+008;8.635689573719539E-001;-4.806620017055863E-001;
5.180000000000000E+008;8.548881295642821E-001;-4.935690336258614E-001;
5.290000000000000E+008;8.448442787566798E-001;-5.072052743182779E-001;
5.400000000000000E+008;8.335885723962960E-001;-5.207829074381614E-001;
5.510000000000000E+008;8.218755095383388E-001;-5.341054358991630E-001;
5.620000000000000E+008;8.104240754095859E-001;-5.470400742845125E-001;
5.730000000000000E+008;8.000590481844647E-001;-5.592919909946329E-001;
