# Version 1.00
#
freq[Hz];re:Trc1_S22;im:Trc1_S22;
1.000000000000000E+008;7.128246837323577E-001;-6.627724175487260E-001;
1.110000000000000E+008;6.548058478165478E-001;-7.156648833925430E-001;
1.220000000000000E+008;5.923666781194169E-001;-7.639558845507259E-001;
1.330000000000000E+008;5.254907888644166E-001;-8.117892244785726E-001;
1.440000000000000E+008;4.535442234307329E-001;-8.461718518501104E-001;
1.550000000000000E+008;3.810628537969028E-001;-8.779080015482036E-001;
1.660000000000000E+008;3.043091228215342E-001;-9.056222613361930E-001;
1.770000000000000E+008;2.198724017060866E-001;-9.203161452370400E-001;
1.880000000000000E+008;1.378348630042320E-001;-9.213379485874260E-001;
1.990000000000000E+008;6.789071581573758E-002;-9.088072245391710E-001;
2.100000000000000E+008;1.540152780858260E-002;-9.031546147150402E-001;
2.210000000000000E+008;-4.833758841176276E-002;-9.086984692497664E-001;
2.320000000000000E+008;-1.175177187090070E-001;-9.085185309742018E-001;
2.430000000000000E+008;-1.910527279993398E-001;-9.036447022735568E-001;
2.540000000000000E+008;-2.724820589724746E-001;-8.921648777152000E-001;
2.650000000000000E+008;-3.510793269152744E-001;-8.675324088039803E-001;
2.760000000000000E+008;-4.292122372978946E-001;-8.338272305336143E-001;
2.870000000000000E+008;-4.994400316275130E-001;-7.902616203861984E-001;
2.980000000000000E+008;-5.651787521095141E-001;-7.437958154153241E-001;
3.090000000000000E+008;-6.264067117075882E-001;-6.932730234472478E-001;
3.200000000000000E+008;-6.884753756162122E-001;-6.390188489964117E-001;
3.310000000000000E+008;-7.468372853614088E-001;-5.728922129008571E-001;
3.420000000000000E+008;-7.951527961911943E-001;-5.022966806529482E-001;
3.530000000000000E+008;-8.393025666996619E-001;-4.267386044625954E-001;
3.640000000000000E+008;-8.746735098538829E-001;-3.454756634798137E-001;
3.750000000000000E+008;-9.008828814375403E-001;-2.616690787348232E-001;
3.860000000000000E+008;-9.200189143098632E-001;-1.790347875754902E-001;
3.970000000000000E+008;-9.361311622695178E-001;-9.387130053989461E-002;
4.080000000000000E+008;-9.445922597511780E-001;-2.370446961127102E-003;
4.190000000000000E+008;-9.410008334286132E-001;9.086173327006432E-002;
4.300000000000000E+008;-9.273738088981722E-001;1.832502301643074E-001;
4.410000000000000E+008;-9.033424419442119E-001;2.744277883234512E-001;
4.520000000000000E+008;-8.703163372913041E-001;3.626945274821595E-001;
4.630000000000000E+008;-8.281247767452362E-001;4.480982817885003E-001;
4.740000000000000E+008;-7.752671230453702E-001;5.291960763241664E-001;
4.850000000000000E+008;-7.136418375440740E-001;6.031064099521584E-001;
4.960000000000000E+008;-6.436289719867627E-001;6.683381943736738E-001;
5.070000000000000E+008;-5.692395962718140E-001;7.243718171596818E-001;
5.180000000000000E+008;-4.902156671969877E-001;7.737937348601559E-001;
5.290000000000000E+008;-4.057823673917473E-001;8.135585410115696E-001;
5.400000000000000E+008;-3.182190601212523E-001;8.440799495304460E-001;
5.510000000000000E+008;-2.293905550963481E-001;8.634087118426221E-001;
5.620000000000000E+008;-1.410115018648186E-001;8.719765484326516E-001;
5.730000000000000E+008;-5.685569998040341E-002;8.710191100677778E-001;
5.840000000000000E+008;2.211010172793010E-002;8.658781082445186E-001;
5.950000000000000E+008;1.041762854228050E-001;8.585187126750513E-001;
6.060000000000000E+008;1.876985649517374E-001;8.395995344538443E-001;
6.170000000000000E+008;2.669810365148204E-001;8.130106957481992E-001;
6.280000000000000E+008;3.472376164879339E-001;7.798500914187548E-001;
6.390000000000000E+008;4.254409699127362E-001;7.315906197494969E-001;
6.500000000000000E+008;4.915506899574307E-001;6.730204683682601E-001;
6.610000000000000E+008;5.473856975804199E-001;6.147270580846449E-001;
6.720000000000000E+008;5.998799753596897E-001;5.502442389225034E-001;
6.830000000000000E+008;6.414676163799241E-001;4.779120717214918E-001;
6.940000000000000E+008;6.691801750978099E-001;4.063275204961487E-001;
7.050000000000000E+008;6.933395408124874E-001;3.432605423295175E-001;
7.160000000000000E+008;7.188428770585729E-001;2.719921731388916E-001;
7.270000000000000E+008;7.317289776734253E-001;1.940984603795879E-001;
7.380000000000000E+008;7.300734381371510E-001;1.155247426205816E-001;
7.490000000000000E+008;7.191586942334295E-001;4.646085484169556E-002;
7.600000000000000E+008;7.004187287184501E-001;-2.218527436224081E-002;
7.710000000000000E+008;6.798760809760621E-001;-8.280570670984917E-002;
7.820000000000000E+008;6.489802220596761E-001;-1.470465700539758E-001;
7.930000000000000E+008;6.070215099816501E-001;-2.020881433794176E-001;
8.040000000000000E+008;5.586324354877726E-001;-2.411176882272484E-001;
8.150000000000000E+008;5.199178435124272E-001;-2.709591316554955E-001;
8.260000000000000E+008;4.785900152789189E-001;-3.014713700124690E-001;
8.370000000000000E+008;4.347006021288791E-001;-3.264787228735005E-001;
8.480000000000000E+008;3.844197420110980E-001;-3.461540611478372E-001;
8.590000000000000E+008;3.364519587973667E-001;-3.515696787214207E-001;
8.700000000000000E+008;2.942412237884339E-001;-3.440813839708000E-001;
8.810000000000000E+008;2.650479983678231E-001;-3.332879055129617E-001;
8.920000000000000E+008;2.455754483172906E-001;-3.283262578869582E-001;
9.030000000000000E+008;2.219234566268562E-001;-3.289607063351033E-001;
9.140000000000000E+008;1.958932979792444E-001;-3.192745417114615E-001;
9.250000000000000E+008;1.727555404363065E-001;-3.096651260844364E-001;
9.360000000000000E+008;1.520650483057076E-001;-2.889764023537649E-001;
9.470000000000000E+008;1.428386825313376E-001;-2.642727923250920E-001;
9.580000000000000E+008;1.525915055661185E-001;-2.393556787495899E-001;
9.690000000000000E+008;1.692005965877325E-001;-2.344546247121745E-001;
9.800000000000000E+008;1.837643596963055E-001;-2.344358115453938E-001;
9.910000000000000E+008;2.025487659000324E-001;-2.453229893666588E-001;
1.002000000000000E+009;2.076078409825282E-001;-2.704906054371951E-001;
1.013000000000000E+009;2.040438772183310E-001;-2.857521827381124E-001;
1.024000000000000E+009;2.027532484892297E-001;-2.991852136403640E-001;
1.035000000000000E+009;2.041709922777043E-001;-3.061366152675588E-001;
1.046000000000000E+009;2.232867135256399E-001;-3.252141298184049E-001;
1.057000000000000E+009;2.285378601205381E-001;-3.663705273299305E-001;
1.068000000000000E+009;2.181770460038068E-001;-4.086645386525177E-001;
1.079000000000000E+009;1.950578862147112E-001;-4.485814955988500E-001;
1.090000000000000E+009;1.629337969675412E-001;-4.770393064233929E-001;
1.101000000000000E+009;1.347864269163151E-001;-4.968942076317957E-001;
1.112000000000000E+009;1.082667729153196E-001;-5.196615906953993E-001;
1.123000000000000E+009;7.712466562693159E-002;-5.458975186471289E-001;
1.134000000000000E+009;3.578902347547400E-002;-5.678680200688538E-001;
1.145000000000000E+009;-6.312455330794093E-003;-5.834660497282044E-001;
1.156000000000000E+009;-4.825057679687785E-002;-5.956710584350802E-001;
1.167000000000000E+009;-9.595515714374175E-002;-6.086327255348238E-001;
1.178000000000000E+009;-1.474052788826177E-001;-6.117406515851297E-001;
1.189000000000000E+009;-1.979117317204068E-001;-6.116448902883057E-001;
1.200000000000000E+009;-2.485410024530033E-001;-6.025614554682641E-001;
1.211000000000000E+009;-2.949497624237217E-001;-5.950844032409216E-001;
1.222000000000000E+009;-3.466599570207031E-001;-5.840813946802037E-001;
