#Parameters = {D=8; L=56; d_a=10; e_m=9; e_s=30; gap=1.5; m_x=30; m_y=40; m_z=100; mu_m=1; mu_s=1; s_d=2}
#"Frequency / GHz"	"S2,1 [Magnitude]"
#------------------------------------
0.0000000000000	-75.530988938125
0.0040000001899898	-60.712952524325
0.0080000003799796	-54.739023444338
0.012000000104308	-51.142579511583
0.016000000759959	-48.535112695550
0.019999999552965	-46.476731522768
0.024000000208616	-44.776258964497
0.028000000864267	-43.335004719943
0.032000001519918	-42.095204025163
0.035999998450279	-41.018996147109
0.039999999105930	-40.078693828813
0.043999999761581	-39.251934395129
0.048000000417233	-38.519217152228
0.052000001072884	-37.862752985784
0.056000001728535	-37.266114778307
0.059999998658895	-36.714447238839
0.064000003039837	-36.194992518540
0.068000003695488	-35.697728075231
0.071999996900558	-35.215860683494
0.075999997556210	-34.745951132489
0.079999998211861	-34.287587928031
0.083999998867512	-33.842647665447
0.087999999523163	-33.414299837951
0.092000000178814	-33.005995817085
0.096000000834465	-32.620585333994
0.10000000149012	-32.259695555407
0.10400000214577	-31.923398282357
0.10800000280142	-31.610140222169
0.11200000345707	-31.316933750631
0.11599999666214	-31.039738267564
0.11999999731779	-30.774009098917
0.12399999797344	-30.515325534427
0.12800000607967	-30.260012949970
0.13199999928474	-30.005638000651
0.13600000739098	-29.751282260581
0.14000000059605	-29.497544084490
0.14399999380112	-29.246254680292
0.14800000190735	-29.000009849403
0.15199999511242	-28.761594432028
0.15600000321865	-28.533448439148
0.15999999642372	-28.317221340699
0.16400000452995	-28.113512371725
0.16799999773502	-27.921774081107
0.17200000584126	-27.740410410247
0.17599999904633	-27.567040653430
0.18000000715256	-27.398871487914
0.18400000035763	-27.233152472976
0.18799999356270	-27.067614429665
0.19200000166893	-26.900825114298
0.19599999487400	-26.732394331643
0.20000000298023	-26.562978545665
0.20399999618530	-26.394091809116
0.20800000429153	-26.227778481047
0.21199999749660	-26.066205897347
0.21600000560284	-25.911260302160
0.21999999880791	-25.764220879071
0.22400000691414	-25.625549675473
0.22800000011921	-25.494825375754
0.23199999332428	-25.370816483190
0.23600000143051	-25.251694070264
0.23999999463558	-25.135338034224
0.24400000274181	-25.019684188358
0.24799999594688	-24.903086537596
0.25200000405312	-24.784578585892
0.25600001215935	-24.664024210068
0.25999999046326	-24.542107152165
0.26399999856949	-24.420171408718
0.26800000667572	-24.299950072537
0.27200001478195	-24.183225905233
0.27599999308586	-24.071513951271
0.28000000119209	-23.965793311282
0.28400000929832	-23.866347968825
0.28799998760223	-23.772715616353
0.29199999570847	-23.683774471322
0.29600000381470	-23.597936650671
0.30000001192093	-23.513408138402
0.30399999022484	-23.428506057811
0.30799999833107	-23.341949566096
0.31200000643730	-23.253068946577
0.31600001454353	-23.161913408351
0.31999999284744	-23.069221468818
0.32400000095367	-22.976260324622
0.32800000905991	-22.884576747281
0.33199998736382	-22.795698617307
0.33599999547005	-22.710866270510
0.34000000357628	-22.630807463535
0.34400001168251	-22.555605487478
0.34799998998642	-22.484697538407
0.35199999809265	-22.416962739108
0.35600000619888	-22.350905787633
0.36000001430511	-22.284931377429
0.36399999260902	-22.217601298699
0.36800000071526	-22.147899876819
0.37200000882149	-22.075398009759
0.37599998712540	-22.000318369793
0.37999999523163	-21.923480537131
0.38400000333786	-21.846116391274
0.38800001144409	-21.769644865943
0.39199998974800	-21.695387280653
0.39599999785423	-21.624329524194
0.40000000596046	-21.556946602625
0.40400001406670	-21.493105505267
0.40799999237061	-21.432088539624
0.41200000047684	-21.372715406885
0.41600000858307	-21.313536098718
0.41999998688698	-21.253089273456
0.42399999499321	-21.190154086784
0.42800000309944	-21.123961401237
0.43200001120567	-21.054319316281
0.43599998950958	-20.981637746910
0.43999999761581	-20.906821441703
0.44400000572205	-20.831090473145
0.44800001382828	-20.755731939099
0.45199999213219	-20.681859536483
0.45600000023842	-20.610193411566
0.46000000834465	-20.540931805244
0.46399998664856	-20.473706517812
0.46799999475479	-20.407643167348
0.47200000286102	-20.341508982011
0.47600001096725	-20.273923308788
0.47999998927116	-20.203608484254
0.48399999737740	-20.129598560543
0.48800000548363	-20.051423940277
0.49200001358986	-19.969165316354
0.49599999189377	-19.883434238028
0.50000000000000	-19.795227372866
0.50400000810623	-19.705729720082
0.50800001621246	-19.616079885387
0.51200002431870	-19.527156111811
0.51599997282028	-19.439409795857
0.51999998092651	-19.352790498332
0.52399998903275	-19.266748687581
0.52799999713898	-19.180341939631
0.53200000524521	-19.092397705299
0.53600001335144	-19.001735703364
0.54000002145767	-18.907377004636
0.54400002956390	-18.808715298255
0.54799997806549	-18.705632832941
0.55199998617172	-18.598504656460
0.55599999427795	-18.488117695606
0.56000000238419	-18.375514327733
0.56400001049042	-18.261795056231
0.56800001859665	-18.147920422417
0.57200002670288	-18.034534546835
0.57599997520447	-17.921871502103
0.57999998331070	-17.809723896547
0.58399999141693	-17.697494329475
0.58799999952316	-17.584320193370
0.59200000762939	-17.469242466041
0.59600001573563	-17.351387704934
0.60000002384186	-17.230140286493
0.60399997234344	-17.105253736226
0.60799998044968	-16.976899534630
0.61199998855591	-16.845637446990
0.61599999666214	-16.712303423255
0.62000000476837	-16.577870127657
0.62400001287460	-16.443273587794
0.62800002098083	-16.309259362177
0.63200002908707	-16.176265886316
0.63599997758865	-16.044375880043
0.63999998569489	-15.913320991926
0.64399999380112	-15.782553092576
0.64800000190735	-15.651362803908
0.65200001001358	-15.519023329490
0.65600001811981	-15.384935201383
0.66000002622604	-15.248740159432
0.66399997472763	-15.110400802047
0.66799998283386	-14.970201033935
0.67199999094009	-14.828705285210
0.67599999904633	-14.686658399764
0.68000000715256	-14.544862329716
0.68400001525879	-14.404044633150
0.68800002336502	-14.264746031891
0.69199997186661	-14.127251701008
0.69599997997284	-13.991550939068
0.69999998807907	-13.857370922589
0.70399999618530	-13.724234752070
0.70800000429153	-13.591570607961
0.71200001239777	-13.458816304666
0.71600002050400	-13.325531590047
0.72000002861023	-13.191484043918
0.72399997711182	-13.056693067373
0.72799998521805	-12.921428264121
0.73199999332428	-12.786163473276
0.73600000143051	-12.651504743213
0.74000000953674	-12.518083214566
0.74400001764297	-12.386454205216
0.74800002574921	-12.257021785065
0.75199997425079	-12.129975579744
0.75599998235703	-12.005274300668
0.75999999046326	-11.882674048092
0.76399999856949	-11.761772443267
0.76800000667572	-11.642095585447
0.77200001478195	-11.523184465509
0.77600002288818	-11.404684786921
0.77999997138977	-11.286407425051
0.78399997949600	-11.168366125344
0.78799998760223	-11.050775082391
0.79199999570847	-10.934016744609
0.79600000381470	-10.818577226845
0.80000001192093	-10.704966409159
0.80400002002716	-10.593636684825
0.80800002813339	-10.484919670985
0.81199997663498	-10.378970165703
0.81599998474121	-10.275761556428
0.81999999284744	-10.175089469780
0.82400000095367	-10.076620596490
0.82800000905991	-9.9799560339466
0.83200001716614	-9.8846993437557
0.83600002527237	-9.7905379518131
0.83999997377396	-9.6972922083597
0.84399998188019	-9.6049482492656
0.84799998998642	-9.5136654909699
0.85199999809265	-9.4237517672843
0.85600000619888	-9.3356107556286
0.86000001430511	-9.2496758686381
0.86400002241135	-9.1663514631401
0.86799997091293	-9.0859328506571
0.87199997901917	-9.0085843824062
0.87599998712540	-8.9343005582337
0.87999999523163	-8.8629245415503
0.88400000333786	-8.7941737697667
0.88800001144409	-8.7276951098241
0.89200001955032	-8.6631243969126
0.89600002765656	-8.6001569166638
0.89999997615814	-8.5385932370148
0.90399998426437	-8.4783791308541
0.90799999237061	-8.4196192148170
0.91200000047684	-8.3625519177600
0.91600000858307	-8.3075227135101
0.92000001668930	-8.2549174196312
0.92400002479553	-8.2051069702037
0.92799997329712	-8.1583827448427
0.93199998140335	-8.1149159085677
0.93599998950958	-8.0747288656723
0.93999999761581	-8.0376913924381
0.94400000572205	-8.0035516415079
0.94800001382828	-7.9719659609539
0.95200002193451	-7.9425642079918
0.95599997043610	-7.9150152479852
0.95999997854233	-7.8890727522875
0.96399998664856	-7.8646228124348
0.96799999475479	-7.8416977471698
0.97200000286102	-7.8204774668322
