# Version 1.00
#
freq[Hz];re:Trc1_S22;im:Trc1_S22;
1.000000000000000E+008;6.984416941860236E-001;-6.681727242419953E-001;
1.110000000000000E+008;6.358569960703571E-001;-7.194140840652706E-001;
1.220000000000000E+008;5.744113281315538E-001;-7.670524556745564E-001;
1.330000000000000E+008;5.032994237319413E-001;-8.146313550227343E-001;
1.440000000000000E+008;4.297654474959821E-001;-8.491502273019066E-001;
1.550000000000000E+008;3.506518016244398E-001;-8.785639632783454E-001;
1.660000000000000E+008;2.705537278812672E-001;-8.999554676068026E-001;
1.770000000000000E+008;1.846654539617373E-001;-9.088953866884088E-001;
1.880000000000000E+008;1.006556998652858E-001;-9.013847646268662E-001;
1.990000000000000E+008;3.768100084584505E-002;-8.744997795840925E-001;
2.100000000000000E+008;9.710240460342864E-005;-8.693638470335988E-001;
2.210000000000000E+008;-5.422279478376983E-002;-8.850081492213835E-001;
2.320000000000000E+008;-1.307211357409410E-001;-8.942551637772934E-001;
2.430000000000000E+008;-2.101000143387067E-001;-8.868466007003748E-001;
2.540000000000000E+008;-2.923213945012466E-001;-8.728017513356122E-001;
2.650000000000000E+008;-3.737599289797082E-001;-8.460979890520032E-001;
2.760000000000000E+008;-4.537944691329707E-001;-8.072865916674685E-001;
2.870000000000000E+008;-5.239084982754071E-001;-7.583711455639235E-001;
2.980000000000000E+008;-5.873318507394796E-001;-7.058095965444976E-001;
3.090000000000000E+008;-6.444456184191167E-001;-6.498782809279357E-001;
3.200000000000000E+008;-7.016000613440644E-001;-5.924384286260814E-001;
3.310000000000000E+008;-7.550692110713637E-001;-5.248798067531277E-001;
3.420000000000000E+008;-7.994204029655093E-001;-4.535634735247254E-001;
3.530000000000000E+008;-8.401843124673000E-001;-3.763997874996383E-001;
3.640000000000000E+008;-8.734563564266817E-001;-2.947842245203841E-001;
3.750000000000000E+008;-8.977519042820148E-001;-2.076504708656211E-001;
3.860000000000000E+008;-9.129330642980390E-001;-1.204554280019336E-001;
3.970000000000000E+008;-9.232034117506123E-001;-3.128153882326080E-002;
4.080000000000000E+008;-9.231757696537312E-001;6.346607464623817E-002;
4.190000000000000E+008;-9.109321559949375E-001;1.575203618765426E-001;
4.300000000000000E+008;-8.886196465824988E-001;2.501533864654953E-001;
4.410000000000000E+008;-8.551847455499573E-001;3.399317144368640E-001;
4.520000000000000E+008;-8.122791998535677E-001;4.263552120606947E-001;
4.630000000000000E+008;-7.597121308973711E-001;5.077663839614530E-001;
4.740000000000000E+008;-6.969089727824048E-001;5.832779438810897E-001;
4.850000000000000E+008;-6.250050265726275E-001;6.499564257758678E-001;
4.960000000000000E+008;-5.460555483125656E-001;7.050843406442219E-001;
5.070000000000000E+008;-4.651240591267106E-001;7.506341574783829E-001;
5.180000000000000E+008;-3.781947867920885E-001;7.878274575225768E-001;
5.290000000000000E+008;-2.882235582352914E-001;8.116233694791357E-001;
5.400000000000000E+008;-2.002748371645699E-001;8.270082519799172E-001;
5.510000000000000E+008;-1.110596462973101E-001;8.315107211732239E-001;
5.620000000000000E+008;-2.309458311229282E-002;8.237963217265127E-001;
5.730000000000000E+008;5.489932728705894E-002;8.038179829868012E-001;
5.840000000000000E+008;1.235115686705988E-001;7.862855138025247E-001;
5.950000000000000E+008;1.978684891017215E-001;7.679963864603172E-001;
6.060000000000000E+008;2.749993157353342E-001;7.386036407997142E-001;
6.170000000000000E+008;3.477953594676232E-001;6.975665223759452E-001;
6.280000000000000E+008;4.172788489739563E-001;6.488988690069207E-001;
6.390000000000000E+008;4.826220713808653E-001;5.859114348347074E-001;
6.500000000000000E+008;5.284686463200724E-001;5.085923767336548E-001;
6.610000000000000E+008;5.617646765613804E-001;4.396215328631554E-001;
6.720000000000000E+008;5.849649146718295E-001;3.640283820630184E-001;
6.830000000000000E+008;5.880271211380070E-001;2.904706055137935E-001;
6.940000000000000E+008;5.823698582301610E-001;2.368481864108489E-001;
7.050000000000000E+008;5.931324803716644E-001;1.900833956456939E-001;
7.160000000000000E+008;5.963343611266728E-001;1.232023727139785E-001;
7.270000000000000E+008;5.844757758145526E-001;6.068468792514535E-002;
7.380000000000000E+008;5.595463161215772E-001;1.949343026148711E-003;
7.490000000000000E+008;5.259391910284657E-001;-4.719705879551303E-002;
7.600000000000000E+008;4.813343109502562E-001;-7.986094678692865E-002;
7.710000000000000E+008;4.513964910562524E-001;-1.041197993170574E-001;
7.820000000000000E+008;4.111220084868940E-001;-1.262300229701052E-001;
7.930000000000000E+008;3.706751711608365E-001;-1.299034183721852E-001;
8.040000000000000E+008;3.476255040385855E-001;-1.220063865981379E-001;
8.150000000000000E+008;3.334272244096506E-001;-1.228933870665722E-001;
8.260000000000000E+008;3.256267205632712E-001;-1.186231132524254E-001;
8.370000000000000E+008;3.203105118293575E-001;-1.249678829355059E-001;
8.480000000000000E+008;3.097414656524012E-001;-1.289962073675171E-001;
8.590000000000000E+008;3.054315196008979E-001;-1.285380943517951E-001;
8.700000000000000E+008;3.088151822804710E-001;-1.296509369479756E-001;
8.810000000000000E+008;3.122801394743378E-001;-1.415216059961428E-001;
8.920000000000000E+008;3.109417902011982E-001;-1.556562894249851E-001;
9.030000000000000E+008;3.055856005428151E-001;-1.670827466804385E-001;
9.140000000000000E+008;2.976194988002641E-001;-1.752871131361088E-001;
9.250000000000000E+008;2.913115421286499E-001;-1.748352276740768E-001;
9.360000000000000E+008;2.998950367363450E-001;-1.765012757555822E-001;
9.470000000000000E+008;3.079016874261558E-001;-1.850458610074873E-001;
9.580000000000000E+008;3.221832704947121E-001;-1.968490657366820E-001;
9.690000000000000E+008;3.343938847360122E-001;-2.217711223323134E-001;
9.800000000000000E+008;3.422132478307111E-001;-2.502313983658999E-001;
9.910000000000000E+008;3.441559494377674E-001;-2.873015342021337E-001;
1.002000000000000E+009;3.330522581619924E-001;-3.220370101586714E-001;
1.013000000000000E+009;3.212025715858711E-001;-3.505264918885228E-001;
1.024000000000000E+009;3.109019743675646E-001;-3.802348675679634E-001;
1.035000000000000E+009;2.971142689434289E-001;-4.110543261720934E-001;
1.046000000000000E+009;2.821016849886026E-001;-4.453616973869810E-001;
1.057000000000000E+009;2.601497129971931E-001;-4.817040098943125E-001;
1.068000000000000E+009;2.289000938974861E-001;-5.190146035678771E-001;
1.079000000000000E+009;1.889653625375408E-001;-5.455854911904449E-001;
1.090000000000000E+009;1.514532369912676E-001;-5.661429452998592E-001;
1.101000000000000E+009;1.118798515090890E-001;-5.865338958142039E-001;
1.112000000000000E+009;7.084071085541949E-002;-6.016632468754333E-001;
1.123000000000000E+009;2.840206936381679E-002;-6.164705097211831E-001;
1.134000000000000E+009;-1.870911723505453E-002;-6.275246098603130E-001;
1.145000000000000E+009;-6.826863551639781E-002;-6.318292198011984E-001;
1.156000000000000E+009;-1.143363360052353E-001;-6.310447066602583E-001;
1.167000000000000E+009;-1.606347833051455E-001;-6.296032956001808E-001;
1.178000000000000E+009;-2.078860594393579E-001;-6.252245533473647E-001;
1.189000000000000E+009;-2.572426669140711E-001;-6.178913921563528E-001;
1.200000000000000E+009;-3.048441842720511E-001;-6.042742347277365E-001;
1.211000000000000E+009;-3.527259566847015E-001;-5.897779278357168E-001;
1.222000000000000E+009;-4.014653124439327E-001;-5.696521354317593E-001;
