#Parameters = {Z0=73; w=10; s=5; H=66.5; d=8; R=50}
#"Frequency / GHz"	"S1,1 (H=66.5) [Magnitude]"
#---------------------------------------------
0.0000000000000	-0.0040733355029648
0.0044999998062849	-0.0040642878555045
0.0089999996125698	-0.0040352238777634
0.013500000350177	-0.0039871179704646
0.017999999225140	-0.0039212451137426
0.022500000894070	-0.0038366055614394
0.027000000700355	-0.0037340606971233
0.031500000506639	-0.0036163296081373
0.035999998450279	-0.0034823298481563
0.040500000119209	-0.0033333575561889
0.045000001788139	-0.0031731269180298
0.049499999731779	-0.0029999744328069
0.054000001400709	-0.0028167345142984
0.058499999344349	-0.0026245468850573
0.063000001013279	-0.0024275380213964
0.067500002682209	-0.0022233498101551
0.071999996900558	-0.0020168285377858
0.076499998569489	-0.0018090385508981
0.081000000238419	-0.0016031018840570
0.085500001907349	-0.0013982557693498
0.090000003576279	-0.0012009248641944
0.094499997794628	-0.0010091629340457
0.098999999463558	-0.00082940799441513
0.10350000113249	-0.00066027501198747
0.10800000280142	-0.00050564989098152
0.11249999701977	-0.00036709612250464
0.11699999868870	-0.00024789038750601
0.12150000035763	-0.00014962417336707
0.12600000202656	-7.3720847337357e-05
0.13050000369549	-2.2767897553794e-05
0.13500000536442	-1.2670684117150e-07
0.13950000703335	-6.5197806148222e-06
0.14399999380112	-4.4013729015137e-05
0.14849999547005	-0.00011402777191090
0.15299999713898	-0.00022006798090282
0.15749999880791	-0.00036178696195369
0.16200000047684	-0.00054273937463090
0.16650000214577	-0.00076175844788414
0.17100000381470	-0.0010211508373022
0.17550000548363	-0.0013224310313732
0.18000000715256	-0.0016687004487541
0.18449999392033	-0.0020575295272643
0.18899999558926	-0.0024911490566607
0.19349999725819	-0.0029704727660853
0.19799999892712	-0.0034964520836207
0.20250000059605	-0.0040691919853801
0.20700000226498	-0.0046875886124805
0.21150000393391	-0.0053547194864023
0.21600000560284	-0.0060668191006695
0.22050000727177	-0.0068275898867266
0.22499999403954	-0.0076356953718531
0.22949999570847	-0.0084902703655551
0.23399999737740	-0.0093896505520814
0.23849999904633	-0.010336749186103
0.24300000071526	-0.011326824367096
0.24750000238419	-0.012364566605871
0.25200000405312	-0.013443724412031
0.25650000572205	-0.014567178996757
0.26100000739098	-0.015733328809593
0.26550000905991	-0.016939439948852
0.27000001072884	-0.018188052579847
0.27450001239777	-0.019475709940866
0.27900001406670	-0.020801888529349
0.28349998593330	-0.022166982735944
0.28799998760223	-0.023568709117005
0.29249998927116	-0.025007510634095
0.29699999094009	-0.026481226044314
0.30149999260902	-0.027990862268002
0.30599999427795	-0.029534535474322
0.31049999594688	-0.031111471693742
0.31499999761581	-0.032722494906264
0.31949999928474	-0.034367427579596
0.32400000095367	-0.036045299724589
0.32850000262260	-0.037757295720016
0.33300000429153	-0.039501810063996
0.33750000596046	-0.041279660699224
0.34200000762939	-0.043093145675625
0.34650000929832	-0.044941797571312
0.35100001096725	-0.046825286280383
0.35550001263618	-0.048746784377065
0.36000001430511	-0.050706614274076
0.36449998617172	-0.052706462596071
0.36899998784065	-0.054750006957074
0.37349998950958	-0.056838134835699
0.37799999117851	-0.058971006907898
0.38249999284744	-0.061153115583060
0.38699999451637	-0.063387809975158
0.39149999618530	-0.065676742882145
0.39599999785423	-0.068025279611605
0.40049999952316	-0.070435520067921
0.40500000119209	-0.072910687950426
0.40950000286102	-0.075456625498943
0.41400000452995	-0.078077675061906
0.41850000619888	-0.080776256534677
0.42300000786781	-0.083558965956007
0.42750000953674	-0.086430224444109
0.43200001120567	-0.089395725583601
0.43650001287460	-0.092461424758576
0.44100001454353	-0.095631081764683
0.44549998641014	-0.098912349839210
0.44999998807907	-0.10231056775191
0.45449998974800	-0.10583228757463
0.45899999141693	-0.10948312225219
0.46349999308586	-0.11326936310915
0.46799999475479	-0.11720047971554
0.47249999642372	-0.12127892019310
0.47699999809265	-0.12551395371632
0.48149999976158	-0.12991303770479
0.48600000143051	-0.13448122349212
0.49050000309944	-0.13922600800095
0.49500000476837	-0.14415608665259
0.49950000643730	-0.14927660236774
0.50400000810623	-0.15459553473312
0.50849997997284	-0.16012085327158
0.51300001144409	-0.16585878619709
0.51749998331070	-0.17181527842771
0.52200001478195	-0.17799917620811
0.52649998664856	-0.18441656537485
0.53100001811981	-0.19107359938555
0.53549998998642	-0.19797878644557
0.54000002145767	-0.20513888651864
0.54449999332428	-0.21255919455558
0.54900002479553	-0.22024671596025
0.55349999666214	-0.22820807769264
0.55800002813339	-0.23645018917645
0.56250000000000	-0.24497878171688
0.56699997186661	-0.25379966737749
0.57150000333786	-0.26291827156121
0.57599997520447	-0.27234372604587
0.58050000667572	-0.28207801950034
0.58499997854233	-0.29212940602884
0.58950001001358	-0.30250238474582
0.59399998188019	-0.31320290092759
0.59850001335144	-0.32423557833649
0.60299998521805	-0.33560803388528
0.60750001668930	-0.34732478396890
0.61199998855591	-0.35938951558180
0.61650002002716	-0.37180812601766
0.62099999189377	-0.38458719279747
0.62550002336502	-0.39773101619073
0.62999999523163	-0.41124518069541
0.63450002670288	-0.42513479137640
0.63899999856949	-0.43940533866782
0.64349997043610	-0.45406320133863
0.64800000190735	-0.46911312628876
0.65249997377396	-0.48456195041550
0.65700000524521	-0.50041323368625
0.66149997711182	-0.51667666731037
0.66600000858307	-0.53335581477935
0.67049998044968	-0.55045868248608
0.67500001192093	-0.56799240793973
0.67949998378754	-0.58596348514927
0.68400001525879	-0.60438021120759
0.68849998712540	-0.62324995011115
0.69300001859665	-0.64258367795976
0.69749999046326	-0.66238647566158
0.70200002193451	-0.68267045280829
0.70649999380112	-0.70344557909248
0.71100002527237	-0.72472076361446
0.71549999713898	-0.74650727496066
0.72000002861023	-0.76882039475367
0.72450000047684	-0.79166759213240
0.72899997234344	-0.81506526370692
0.73350000381470	-0.83902593428112
0.73799997568130	-0.86356486135999
0.74250000715256	-0.88869710689422
0.74699997901917	-0.91443821401180
0.75150001049042	-0.94080676609744
0.75599998235703	-0.96781937432822
0.76050001382828	-0.99549600406396
0.76499998569489	-1.0238542302660
0.76950001716614	-1.0529174935388
0.77399998903275	-1.0827044502127
0.77850002050400	-1.1132418834820
0.78299999237061	-1.1445487731943
0.78750002384186	-1.1766527029219
0.79199999570847	-1.2095774030155
0.79650002717972	-1.2433515714098
0.80099999904633	-1.2780029338377
0.80549997091293	-1.3135592832460
0.81000000238419	-1.3500507158607
0.81449997425079	-1.3875102903076
0.81900000572205	-1.4259676282524
0.82349997758865	-1.4654568027894
0.82800000905991	-1.5060139750057
0.83249998092651	-1.5476749277005
0.83700001239777	-1.5904745170186
0.84149998426437	-1.6344513463854
0.84600001573563	-1.6796474113425
0.85049998760223	-1.7260995972531
0.85500001907349	-1.7738535633686
0.85949999094009	-1.8229501214616
0.86400002241135	-1.8734347647737
0.86849999427795	-1.9253522453677
0.87300002574921	-1.9787502176671
0.87749999761581	-2.0336759658226
0.88200002908707	-2.0901785679597
0.88650000095367	-2.1483133439004
0.89099997282028	-2.2081265482495
0.89550000429153	-2.2696794328769
0.89999997615814	-2.3330209475054
0.90450000762939	-2.3982093850824
0.90899997949600	-2.4653064419588
0.91350001096725	-2.5343683848172
0.91799998283386	-2.6054611012855
0.92250001430511	-2.6786428906849
0.92699998617172	-2.7539850398384
0.93150001764297	-2.8315499446368
0.93599998950958	-2.9114112344168
0.94050002098083	-2.9936359240804
0.94499999284744	-3.0782994908028
0.94950002431870	-3.1654778567524
0.95399999618530	-3.2552507639452
0.95850002765656	-3.3476951358934
0.96299999952316	-3.4428962317197
0.96749997138977	-3.5409420706817
0.97200000286102	-3.6419184425630
0.97649997472763	-3.7459225521929
0.98100000619888	-3.8530441997283
0.98549997806549	-3.9633883475346
0.99000000953674	-4.0770577215821
0.99449998140335	-4.1941570483795
0.99900001287460	-4.3147994330365
1.0034999847412	-4.4391038687956
1.0080000162125	-4.5671911621355
1.0125000476837	-4.6991896026312
1.0169999599457	-4.8352300793373
1.0214999914169	-4.9754562799254
1.0260000228882	-5.1200149849476
1.0305000543594	-5.2690605985311
1.0349999666214	-5.4227566375296
1.0394999980927	-5.5812754167408
1.0440000295639	-5.7447975377037
1.0484999418259	-5.9135180329495
1.0529999732971	-6.0876409762459
1.0575000047684	-6.2673820393372
1.0620000362396	-6.4529738032219
1.0664999485016	-6.6446617198020
1.0709999799728	-6.8427119089508
1.0755000114441	-7.0474023239703
1.0800000429153	-7.2590411077403
1.0844999551773	-7.4779493561976
1.0889999866486	-7.7044816809959
1.0935000181198	-7.9390152654855
1.0980000495911	-8.1819625007575
1.1024999618530	-8.4337686797396
1.1069999933243	-8.6949198239513
1.1115000247955	-8.9659469420173
1.1160000562668	-9.2474295227039
1.1204999685287	-9.5400071234791
1.1250000000000	-9.8443788295612
1.1295000314713	-10.161325338212
1.1339999437332	-10.491705122098
1.1384999752045	-10.836476990535
1.1430000066757	-11.196712750903
