#Parameters = {tm=0.035; H=63.5; R=50; Z0=73; d=8; s=5; w=10}
#"Frequency / GHz"	"S1,1 (H=63.5) [Magnitude]"
#---------------------------------------------
0.0000000000000	0.0000000000000
0.0044999998062849	-1.5148037477767e-05
0.0089999996125698	-6.0331909674451e-05
0.013500000350177	-0.00013528629363196
0.017999999225140	-0.00023922424509817
0.022500000894070	-0.00037237973500675
0.027000000700355	-0.00053757239951600
0.031500000506639	-0.00073037747035822
0.035999998450279	-0.00095201225945212
0.040500000119209	-0.0012037013221382
0.045000001788139	-0.0014829918826984
0.049499999731779	-0.0017936455952008
0.054000001400709	-0.0021300262649134
0.058499999344349	-0.0024958274299299
0.063000001013279	-0.0028894622034889
0.067500002682209	-0.0033097569162473
0.071999996900558	-0.0037586805662798
0.076499998569489	-0.0042334046573737
0.081000000238419	-0.0047356465718284
0.085500001907349	-0.0052633677672010
0.090000003576279	-0.0058166995329870
0.094499997794628	-0.0063969365922619
0.098999999463558	-0.0070016355767980
0.10350000113249	-0.0076315065555877
0.10800000280142	-0.0082860744844085
0.11249999701977	-0.0089646420799616
0.11699999868870	-0.0096667718829877
0.12150000035763	-0.010392866598236
0.12600000202656	-0.011142777124999
0.13050000369549	-0.011916038321565
0.13500000536442	-0.012711442762072
0.13950000703335	-0.013530573758057
0.14399999380112	-0.014370960278209
0.14849999547005	-0.015234682245306
0.15299999713898	-0.016120777819864
0.15749999880791	-0.017028573617489
0.16200000047684	-0.017959056228976
0.16650000214577	-0.018911813201815
0.17100000381470	-0.019886258748120
0.17550000548363	-0.020883490028755
0.18000000715256	-0.021903753143143
0.18449999392033	-0.022947496468485
0.18899999558926	-0.024014280300792
0.19349999725819	-0.025104055449749
0.19799999892712	-0.026218908592987
0.20250000059605	-0.027358463476927
0.20700000226498	-0.028523071541194
0.21150000393391	-0.029713735714687
0.21600000560284	-0.030932652777069
0.22050000727177	-0.032179234854338
0.22499999403954	-0.033455487181920
0.22949999570847	-0.034759952375944
0.23399999737740	-0.036097878456133
0.23849999904633	-0.037469335947275
0.24300000071526	-0.038873440588231
0.24750000238419	-0.040314386153525
0.25200000405312	-0.041792069860529
0.25650000572205	-0.043310407642850
0.26100000739098	-0.044870958545140
0.26550000905991	-0.046473961855159
0.27000001072884	-0.048124047704212
0.27450001239777	-0.049822606229510
0.27900001406670	-0.051570914814051
0.28349998593330	-0.053374005844360
0.28799998760223	-0.055233534197268
0.29249998927116	-0.057151587253675
0.29699999094009	-0.059134165561963
0.30149999260902	-0.061182314899573
0.30599999427795	-0.063298748181738
0.31049999594688	-0.065488719620119
0.31499999761581	-0.067757034228033
0.31949999928474	-0.070105121054086
0.32400000095367	-0.072539635299259
0.32850000262260	-0.075061458346368
0.33300000429153	-0.077679697562615
0.33750000596046	-0.080394448380483
0.34200000762939	-0.083214511223907
0.34650000929832	-0.086141463315961
0.35100001096725	-0.089182330824376
0.35550001263618	-0.092341790188232
0.36000001430511	-0.095627809603526
0.36449998617172	-0.099042163263515
0.36899998784065	-0.10259436704913
0.37349998950958	-0.10628688593467
0.37799999117851	-0.11012969348288
0.38249999284744	-0.11412704477946
0.38699999451637	-0.11828552164200
0.39149999618530	-0.12261258380681
0.39599999785423	-0.12711453261371
0.40049999952316	-0.13179852251648
0.40500000119209	-0.13667390910149
0.40950000286102	-0.14174507146050
0.41400000452995	-0.14702185856899
0.41850000619888	-0.15251134599867
