#Parameters = {tm=0.035; H=66.5; R=50; Z0=73; d=8; s=5; w=10}
#"Frequency / GHz"	"S1,1 (H=66.5) [Magnitude]"
#---------------------------------------------
0.0000000000000	0.0000000000000
0.0044999998062849	-1.9879849585540e-05
0.0089999996125698	-8.0321716869947e-05
0.013500000350177	-0.00018114492192009
0.017999999225140	-0.00031962200013410
0.022500000894070	-0.00049878133493944
0.027000000700355	-0.00071805274038892
0.031500000506639	-0.00097640755577039
0.035999998450279	-0.0012733509611886
0.040500000119209	-0.0016083981120413
0.045000001788139	-0.0019821854403873
0.049499999731779	-0.0023921889239177
0.054000001400709	-0.0028405717281215
0.058499999344349	-0.0033258256014245
0.063000001013279	-0.0038460556356231
0.067500002682209	-0.0044032824035769
0.071999996900558	-0.0049938302470059
0.076499998569489	-0.0056192694679566
0.081000000238419	-0.0062779218223575
0.085500001907349	-0.0069695919314296
0.090000003576279	-0.0076928420270769
0.094499997794628	-0.0084468210823523
0.098999999463558	-0.0092318661236855
0.10350000113249	-0.010047177700769
0.10800000280142	-0.010891992275259
0.11249999701977	-0.011764976389220
0.11699999868870	-0.012665504556694
0.12150000035763	-0.013592635968622
0.12600000202656	-0.014546816425436
0.13050000369549	-0.015526586589620
0.13500000536442	-0.016530040291921
0.13950000703335	-0.017559187080937
0.14399999380112	-0.018611073113979
0.14849999547005	-0.019686815326315
0.15299999713898	-0.020784387846372
0.15749999880791	-0.021905390601398
0.16200000047684	-0.023048476830282
0.16650000214577	-0.024212699364251
0.17100000381470	-0.025398588688333
0.17550000548363	-0.026605558304855
0.18000000715256	-0.027834103967632
0.18449999392033	-0.029082890574287
0.18899999558926	-0.030354213430590
0.19349999725819	-0.031647326300016
0.19799999892712	-0.032961888960961
0.20250000059605	-0.034299257396980
0.20700000226498	-0.035659603239167
0.21150000393391	-0.037042838503965
0.21600000560284	-0.038452155269834
0.22050000727177	-0.039887019877163
0.22499999403954	-0.041346847410246
0.22949999570847	-0.042837001081848
0.23399999737740	-0.044354943249152
0.23849999904633	-0.045904221948958
0.24300000071526	-0.047485821712078
0.24750000238419	-0.049102282927462
0.25200000405312	-0.050757022470552
0.25650000572205	-0.052449257616990
0.26100000739098	-0.054183521124603
0.26550000905991	-0.055962653800415
0.27000001072884	-0.057788170126907
0.27450001239777	-0.059663201438859
0.27900001406670	-0.061591430132043
0.28349998593330	-0.063577690893425
0.28799998760223	-0.065624096649775
0.29249998927116	-0.067734076544611
0.29699999094009	-0.069913169105774
0.30149999260902	-0.072164828938224
0.30599999427795	-0.074493765967996
0.31049999594688	-0.076905773406910
0.31499999761581	-0.079404097556348
0.31949999928474	-0.081994541101858
0.32400000095367	-0.084681662987139
0.32850000262260	-0.087473273573392
