#Parameters = {D=80; L=50}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
0.0000000000000	0.99978011846542	-0.0000000000000	73.000000000000	0.0000000000000
0.0040000001899898	0.99977862834930	-0.0017928325105458	73.000000000000	0.0000000000000
0.0080000003799796	0.99977403879166	-0.0035856671165675	73.000000000000	0.0000000000000
0.012000000104308	0.99976652860641	-0.0053785070776939	73.000000000000	0.0000000000000
0.016000000759959	0.99975591897964	-0.0071713533252478	73.000000000000	0.0000000000000
0.019999999552965	0.99974232912064	-0.0089642107486725	73.000000000000	0.0000000000000
0.024000000208616	0.99972569942474	-0.010757076554000	73.000000000000	0.0000000000000
0.028000000864267	0.99970608949661	-0.012549959123135	73.000000000000	0.0000000000000
0.032000001519918	0.99968332052231	-0.014342855662107	73.000000000000	0.0000000000000
0.035999998450279	0.99965775012970	-0.016135772690177	73.000000000000	0.0000000000000
0.039999999105930	0.99962902069092	-0.017928706482053	73.000000000000	0.0000000000000
0.043999999761581	0.99959725141525	-0.019721662625670	73.000000000000	0.0000000000000
0.048000000417233	0.99956244230270	-0.021514639258385	73.000000000000	0.0000000000000
0.052000001072884	0.99952459335327	-0.023307641968131	73.000000000000	0.0000000000000
0.056000001728535	0.99948364496231	-0.025100672617555	73.000000000000	0.0000000000000
0.059999998658895	0.99943959712982	-0.026893725618720	73.000000000000	0.0000000000000
0.064000003039837	0.99939262866974	-0.028686808422208	73.000000000000	0.0000000000000
0.068000003695488	0.99934256076813	-0.030479913577437	73.000000000000	0.0000000000000
0.071999996900558	0.99928939342499	-0.032273054122925	73.000000000000	0.0000000000000
0.075999997556210	0.99923318624496	-0.034066211432219	73.000000000000	0.0000000000000
0.079999998211861	0.99917387962341	-0.035859405994415	73.000000000000	0.0000000000000
0.083999998867512	0.99911141395569	-0.037652626633644	73.000000000000	0.0000000000000
0.087999999523163	0.99904590845108	-0.039445865899324	73.000000000000	0.0000000000000
0.092000000178814	0.99897724390030	-0.041239131242037	73.000000000000	0.0000000000000
0.096000000834465	0.99890559911728	-0.043032422661781	73.000000000000	0.0000000000000
0.10000000149012	0.99883073568344	-0.044825732707977	73.000000000000	0.0000000000000
0.10400000214577	0.99875271320343	-0.046619065105915	73.000000000000	0.0000000000000
0.10800000280142	0.99867159128189	-0.048412416130304	73.000000000000	0.0000000000000
0.11200000345707	0.99858736991882	-0.050205778330564	73.000000000000	0.0000000000000
0.11599999666214	0.99849992990494	-0.051999151706696	73.000000000000	0.0000000000000
0.11999999731779	0.99840939044952	-0.053792532533407	73.000000000000	0.0000000000000
0.12399999797344	0.99831575155258	-0.055585917085409	73.000000000000	0.0000000000000
0.12800000607967	0.99821883440018	-0.057379297912121	73.000000000000	0.0000000000000
0.13199999928474	0.99811869859695	-0.059172671288252	73.000000000000	0.0000000000000
0.13600000739098	0.99801540374756	-0.060966040939093	73.000000000000	0.0000000000000
0.14000000059605	0.99790889024734	-0.062759391963482	73.000000000000	0.0000000000000
0.14399999380112	0.99779921770096	-0.064552716910839	73.000000000000	0.0000000000000
0.14800000190735	0.99768632650375	-0.066346019506454	73.000000000000	0.0000000000000
0.15199999511242	0.99757015705109	-0.068139284849167	73.000000000000	0.0000000000000
0.15600000321865	0.99745070934296	-0.069932498037815	73.000000000000	0.0000000000000
0.15999999642372	0.99732816219330	-0.071725673973560	73.000000000000	0.0000000000000
0.16400000452995	0.99720227718353	-0.073518790304661	73.000000000000	0.0000000000000
0.16799999773502	0.99707305431366	-0.075311847031116	73.000000000000	0.0000000000000
0.17200000584126	0.99694061279297	-0.077104814350605	73.000000000000	0.0000000000000
0.17599999904633	0.99680483341217	-0.078897699713707	73.000000000000	0.0000000000000
0.18000000715256	0.99666583538055	-0.080690510571003	73.000000000000	0.0000000000000
0.18400000035763	0.99652349948883	-0.082483209669590	73.000000000000	0.0000000000000
0.18799999356270	0.99637794494629	-0.084275789558887	73.000000000000	0.0000000000000
0.19200000166893	0.99622893333435	-0.086068242788315	73.000000000000	0.0000000000000
0.19599999487400	0.99607670307159	-0.087860576808453	73.000000000000	0.0000000000000
