#Parameters = {D=20; L=50}
#"Frequency / GHz"	"S1,1 (D=20) [Re]"	"S1,1 (D=20) [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#---------------------------------------------------------------------------------------
0.0000000000000	0.99968737363815	-0.0000000000000	73.000000000000	0.0000000000000
0.0040000001899898	0.99968630075455	-0.0017826264956966	73.000000000000	0.0000000000000
0.0080000003799796	0.99968343973160	-0.0035653663799167	73.000000000000	0.0000000000000
0.012000000104308	0.99967861175537	-0.0053483312949538	73.000000000000	0.0000000000000
0.016000000759959	0.99967181682587	-0.0071316314861178	73.000000000000	0.0000000000000
0.019999999552965	0.99966305494308	-0.0089153740555048	73.000000000000	0.0000000000000
0.024000000208616	0.99965208768845	-0.010699663311243	73.000000000000	0.0000000000000
0.028000000864267	0.99963915348053	-0.012484596110880	73.000000000000	0.0000000000000
0.032000001519918	0.99962401390076	-0.014270265586674	73.000000000000	0.0000000000000
0.035999998450279	0.99960660934448	-0.016056757420301	73.000000000000	0.0000000000000
0.039999999105930	0.99958676099777	-0.017844153568149	73.000000000000	0.0000000000000
0.043999999761581	0.99956464767456	-0.019632520154119	73.000000000000	0.0000000000000
0.048000000417233	0.99953985214233	-0.021421922370791	73.000000000000	0.0000000000000
0.052000001072884	0.99951249361038	-0.023212408646941	73.000000000000	0.0000000000000
0.056000001728535	0.99948239326477	-0.025004027411342	73.000000000000	0.0000000000000
0.059999998658895	0.99944937229156	-0.026796810328960	73.000000000000	0.0000000000000
0.064000003039837	0.99941337108612	-0.028590774163604	73.000000000000	0.0000000000000
0.068000003695488	0.99937433004379	-0.030385935679078	73.000000000000	0.0000000000000
0.071999996900558	0.99933201074600	-0.032182291150093	73.000000000000	0.0000000000000
0.075999997556210	0.99928635358810	-0.033979833126068	73.000000000000	0.0000000000000
0.079999998211861	0.99923729896545	-0.035778541117907	73.000000000000	0.0000000000000
0.083999998867512	0.99918472766876	-0.037578385323286	73.000000000000	0.0000000000000
0.087999999523163	0.99912834167480	-0.039379309862852	73.000000000000	0.0000000000000
0.092000000178814	0.99906820058823	-0.041181262582541	73.000000000000	0.0000000000000
0.096000000834465	0.99900412559509	-0.042984191328287	73.000000000000	0.0000000000000
0.10000000149012	0.99893611669540	-0.044788014143705	73.000000000000	0.0000000000000
0.10400000214577	0.99886393547058	-0.046592649072409	73.000000000000	0.0000000000000
0.10800000280142	0.99878764152527	-0.048398010432720	73.000000000000	0.0000000000000
0.11200000345707	0.99870693683624	-0.050203990191221	73.000000000000	0.0000000000000
0.11599999666214	0.99862200021744	-0.052010487765074	73.000000000000	0.0000000000000
0.11999999731779	0.99853253364563	-0.053817387670279	73.000000000000	0.0000000000000
0.12399999797344	0.99843877553940	-0.055624581873417	73.000000000000	0.0000000000000
0.12800000607967	0.99834042787552	-0.057431936264038	73.000000000000	0.0000000000000
0.13199999928474	0.99823760986328	-0.059239335358143	73.000000000000	0.0000000000000
0.13600000739098	0.99813020229340	-0.061046641319990	73.000000000000	0.0000000000000
0.14000000059605	0.99801832437515	-0.062853738665581	73.000000000000	0.0000000000000
0.14399999380112	0.99790173768997	-0.064660482108593	73.000000000000	0.0000000000000
0.14800000190735	0.99778074026108	-0.066466756165028	73.000000000000	0.0000000000000
0.15199999511242	0.99765515327454	-0.068272426724434	73.000000000000	0.0000000000000
0.15600000321865	0.99752515554428	-0.070077367126942	73.000000000000	0.0000000000000
0.15999999642372	0.99739068746567	-0.071881465613842	73.000000000000	0.0000000000000
0.16400000452995	0.99725180864334	-0.073684602975845	73.000000000000	0.0000000000000
0.16799999773502	0.99710869789124	-0.075486652553082	73.000000000000	0.0000000000000
0.17200000584126	0.99696141481400	-0.077287524938583	73.000000000000	0.0000000000000
0.17599999904633	0.99680989980698	-0.079087115824223	73.000000000000	0.0000000000000
0.18000000715256	0.99665439128876	-0.080885343253613	73.000000000000	0.0000000000000
0.18400000035763	0.99649482965469	-0.082682125270367	73.000000000000	0.0000000000000
0.18799999356270	0.99633157253265	-0.084477387368679	73.000000000000	0.0000000000000
0.19200000166893	0.99616450071335	-0.086271069943905	73.000000000000	0.0000000000000
0.19599999487400	0.99599391222000	-0.088063120841980	73.000000000000	0.0000000000000
0.20000000298023	0.99581962823868	-0.089853495359421	73.000000000000	0.0000000000000
0.20399999618530	0.99564224481583	-0.091642178595066	73.000000000000	0.0000000000000
0.20800000429153	0.99546146392822	-0.093429148197174	73.000000000000	0.0000000000000
0.21199999749660	0.99527764320374	-0.095214396715164	73.000000000000	0.0000000000000
0.21600000560284	0.99509084224701	-0.096997916698456	73.000000000000	0.0000000000000
0.21999999880791	0.99490106105804	-0.098779752850533	73.000000000000	0.0000000000000
0.22400000691414	0.99470871686935	-0.10055991262197	73.000000000000	0.0000000000000
0.22800000011921	0.99451369047165	-0.10233843326569	73.000000000000	0.0000000000000
0.23199999332428	0.99431604146957	-0.10411538928747	73.000000000000	0.0000000000000
0.23600000143051	0.99411612749100	-0.10589081048965	73.000000000000	0.0000000000000
0.23999999463558	0.99391388893127	-0.10766480118036	73.000000000000	0.0000000000000
0.24400000274181	0.99370938539505	-0.10943741351366	73.000000000000	0.0000000000000
0.24799999594688	0.99350291490555	-0.11120875179768	73.000000000000	0.0000000000000
0.25200000405312	0.99329429864883	-0.11297889798880	73.000000000000	0.0000000000000
0.25600001215935	0.99308389425278	-0.11474797129631	73.000000000000	0.0000000000000
0.25999999046326	0.99287140369415	-0.11651607602835	73.000000000000	0.0000000000000
0.26399999856949	0.99265712499619	-0.11828330904245	73.000000000000	0.0000000000000
0.26800000667572	0.99244099855423	-0.12004981935024	73.000000000000	0.0000000000000
0.27200001478195	0.99222302436829	-0.12181570380926	73.000000000000	0.0000000000000
0.27599999308586	0.99200332164764	-0.12358108907938	73.000000000000	0.0000000000000
0.28000000119209	0.99178194999695	-0.12534610927105	73.000000000000	0.0000000000000
0.28400000929832	0.99155867099762	-0.12711088359356	73.000000000000	0.0000000000000
0.28799998760223	0.99133354425430	-0.12887552380562	73.000000000000	0.0000000000000
0.29199999570847	0.99110656976700	-0.13064014911652	73.000000000000	0.0000000000000
0.29600000381470	0.99087768793106	-0.13240487873554	73.000000000000	0.0000000000000
0.30000001192093	0.99064689874649	-0.13416986167431	73.000000000000	0.0000000000000
0.30399999022484	0.99041408300400	-0.13593514263630	73.000000000000	0.0000000000000
0.30799999833107	0.99017918109894	-0.13770087063313	73.000000000000	0.0000000000000
0.31200000643730	0.98994201421738	-0.13946710526943	73.000000000000	0.0000000000000
0.31600001454353	0.98970264196396	-0.14123395085335	73.000000000000	0.0000000000000
0.31999999284744	0.98946082592010	-0.14300146698952	73.000000000000	0.0000000000000
0.32400000095367	0.98921650648117	-0.14476971328259	73.000000000000	0.0000000000000
0.32800000905991	0.98896956443787	-0.14653876423836	73.000000000000	0.0000000000000
0.33199998736382	0.98871988058090	-0.14830866456032	73.000000000000	0.0000000000000
0.33599999547005	0.98846727609634	-0.15007939934731	73.000000000000	0.0000000000000
0.34000000357628	0.98821163177490	-0.15185104310513	73.000000000000	0.0000000000000
0.34400001168251	0.98795288801193	-0.15362356603146	73.000000000000	0.0000000000000
0.34799998998642	0.98769080638885	-0.15539696812630	73.000000000000	0.0000000000000
0.35199999809265	0.98742538690567	-0.15717124938965	73.000000000000	0.0000000000000
0.35600000619888	0.98715645074844	-0.15894638001919	73.000000000000	0.0000000000000
0.36000001430511	0.98688381910324	-0.16072230041027	73.000000000000	0.0000000000000
0.36399999260902	0.98660731315613	-0.16249895095825	73.000000000000	0.0000000000000
0.36800000071526	0.98632699251175	-0.16427627205849	73.000000000000	0.0000000000000
0.37200000882149	0.98604249954224	-0.16605418920517	73.000000000000	0.0000000000000
0.37599998712540	0.98575389385223	-0.16783261299133	73.000000000000	0.0000000000000
0.37999999523163	0.98546099662781	-0.16961140930653	73.000000000000	0.0000000000000
0.38400000333786	0.98516380786896	-0.17139051854610	73.000000000000	0.0000000000000
0.38800001144409	0.98486214876175	-0.17316980659962	73.000000000000	0.0000000000000
0.39199998974800	0.98455595970154	-0.17494913935661	73.000000000000	0.0000000000000
0.39599999785423	0.98424535989761	-0.17672841250896	73.000000000000	0.0000000000000
0.40000000596046	0.98392987251282	-0.17850744724274	73.000000000000	0.0000000000000
0.40400001406670	0.98360991477966	-0.18028612434864	73.000000000000	0.0000000000000
0.40799999237061	0.98328524827957	-0.18206429481506	73.000000000000	0.0000000000000
0.41200000047684	0.98295581340790	-0.18384177982807	73.000000000000	0.0000000000000
0.41600000858307	0.98262178897858	-0.18561848998070	73.000000000000	0.0000000000000
0.41999998688698	0.98228293657303	-0.18739423155785	73.000000000000	0.0000000000000
0.42399999499321	0.98193943500519	-0.18916885554790	73.000000000000	0.0000000000000
0.42800000309944	0.98159140348434	-0.19094224274158	73.000000000000	0.0000000000000
0.43200001120567	0.98123884201050	-0.19271425902843	73.000000000000	0.0000000000000
0.43599998950958	0.98088163137436	-0.19448474049568	73.000000000000	0.0000000000000
0.43999999761581	0.98052006959915	-0.19625353813171	73.000000000000	0.0000000000000
0.44400000572205	0.98015415668488	-0.19802054762840	73.000000000000	0.0000000000000
0.44800001382828	0.97978401184082	-0.19978569447994	73.000000000000	0.0000000000000
0.45199999213219	0.97940975427628	-0.20154881477356	73.000000000000	0.0000000000000
0.45600000023842	0.97903162240982	-0.20330986380577	73.000000000000	0.0000000000000
0.46000000834465	0.97864949703217	-0.20506872236729	73.000000000000	0.0000000000000
0.46399998664856	0.97826361656189	-0.20682530105114	73.000000000000	0.0000000000000
0.46799999475479	0.97787404060364	-0.20857957005501	73.000000000000	0.0000000000000
0.47200000286102	0.97748106718063	-0.21033145487309	73.000000000000	0.0000000000000
0.47600001096725	0.97708493471146	-0.21208095550537	73.000000000000	0.0000000000000
0.47999998927116	0.97668546438217	-0.21382804214954	73.000000000000	0.0000000000000
0.48399999737740	0.97628307342529	-0.21557272970676	73.000000000000	0.0000000000000
0.48800000548363	0.97587782144547	-0.21731494367123	73.000000000000	0.0000000000000
0.49200001358986	0.97546982765198	-0.21905477344990	73.000000000000	0.0000000000000
0.49599999189377	0.97505933046341	-0.22079226374626	73.000000000000	0.0000000000000
0.50000000000000	0.97464638948441	-0.22252741456032	73.000000000000	0.0000000000000
0.50400000810623	0.97423112392426	-0.22426034510136	73.000000000000	0.0000000000000
0.50800001621246	0.97381377220154	-0.22599107027054	73.000000000000	0.0000000000000
0.51200002431870	0.97339439392090	-0.22771970927715	73.000000000000	0.0000000000000
0.51599997282028	0.97297316789627	-0.22944635152817	73.000000000000	0.0000000000000
0.51999998092651	0.97255015373230	-0.23117111623287	73.000000000000	0.0000000000000
0.52399998903275	0.97212529182434	-0.23289413750172	73.000000000000	0.0000000000000
0.52799999713898	0.97169893980026	-0.23461550474167	73.000000000000	0.0000000000000
0.53200000524521	0.97127109766006	-0.23633536696434	73.000000000000	0.0000000000000
0.53600001335144	0.97084164619446	-0.23805388808250	73.000000000000	0.0000000000000
0.54000002145767	0.97041082382202	-0.23977120220661	73.000000000000	0.0000000000000
0.54400002956390	0.96997863054276	-0.24148744344711	73.000000000000	0.0000000000000
