# Version 1.00
#
freq[Hz];re:Trc1_S22;im:Trc1_S22;
1.000000000000000E+008;7.123910603430111E-001;-6.621694691537250E-001;
1.110000000000000E+008;6.513881919077694E-001;-7.133639187237333E-001;
1.220000000000000E+008;5.926868455765285E-001;-7.613190801545974E-001;
1.330000000000000E+008;5.248526955103697E-001;-8.096743996309291E-001;
1.440000000000000E+008;4.528759131331046E-001;-8.446361010735629E-001;
1.550000000000000E+008;3.790309659101043E-001;-8.768109142540368E-001;
1.660000000000000E+008;3.015237211686705E-001;-9.019255493603563E-001;
1.770000000000000E+008;2.178474338687546E-001;-9.160396384276935E-001;
1.880000000000000E+008;1.368620173870416E-001;-9.148802062417119E-001;
1.990000000000000E+008;6.961762185934743E-002;-8.995928637078910E-001;
2.100000000000000E+008;2.047488609672938E-002;-8.965120753957931E-001;
2.210000000000000E+008;-4.210656169855653E-002;-9.071498294460879E-001;
2.320000000000000E+008;-1.160358000380437E-001;-9.078594295566294E-001;
2.430000000000000E+008;-1.891987614570111E-001;-8.974033542986485E-001;
2.540000000000000E+008;-2.627502790133304E-001;-8.871057969465991E-001;
2.650000000000000E+008;-3.414664872540971E-001;-8.694527020388447E-001;
2.760000000000000E+008;-4.236068610067295E-001;-8.376742358203613E-001;
2.870000000000000E+008;-4.969057773187853E-001;-7.934871395304979E-001;
2.980000000000000E+008;-5.634741968724216E-001;-7.447080475740224E-001;
3.090000000000000E+008;-6.237116534388902E-001;-6.919146352832070E-001;
3.200000000000000E+008;-6.828200375361369E-001;-6.369277346131046E-001;
3.310000000000000E+008;-7.394195236266088E-001;-5.725205037536335E-001;
3.420000000000000E+008;-7.862496469452291E-001;-5.036772429054357E-001;
3.530000000000000E+008;-8.291841282872041E-001;-4.297841215954315E-001;
3.640000000000000E+008;-8.644932889469842E-001;-3.526207909395300E-001;
3.750000000000000E+008;-8.929966911224918E-001;-2.710942254302640E-001;
3.860000000000000E+008;-9.134761314767472E-001;-1.898423435311324E-001;
3.970000000000000E+008;-9.318409126033849E-001;-1.062497546811038E-001;
4.080000000000000E+008;-9.421713712160209E-001;-1.556834214959009E-002;
4.190000000000000E+008;-9.408299726367638E-001;7.760119974243028E-002;
4.300000000000000E+008;-9.288667667017801E-001;1.702491071193848E-001;
4.410000000000000E+008;-9.063374903881695E-001;2.611401401239246E-001;
4.520000000000000E+008;-8.750902300241701E-001;3.498419797401247E-001;
4.630000000000000E+008;-8.340642609667989E-001;4.348953327394511E-001;
4.740000000000000E+008;-7.839908574832074E-001;5.156057138391125E-001;
4.850000000000000E+008;-7.254479186895987E-001;5.905871079279661E-001;
4.960000000000000E+008;-6.578963857104232E-001;6.581195237715963E-001;
5.070000000000000E+008;-5.849764571796688E-001;7.166873913085596E-001;
5.180000000000000E+008;-5.073709416087354E-001;7.676331897580100E-001;
5.290000000000000E+008;-4.244317542357383E-001;8.104843390725195E-001;
5.400000000000000E+008;-3.381666440617203E-001;8.443975213079465E-001;
5.510000000000000E+008;-2.477585778965175E-001;8.681708810225437E-001;
5.620000000000000E+008;-1.565621887431969E-001;8.785310401041058E-001;
5.730000000000000E+008;-7.151916182260755E-002;8.777973667063204E-001;
5.840000000000000E+008;8.093061899840267E-003;8.741016308544481E-001;
5.950000000000000E+008;9.128785995438571E-002;8.669219626917158E-001;
6.060000000000000E+008;1.741016237364244E-001;8.486081346437886E-001;
6.170000000000000E+008;2.525072615196178E-001;8.232076533853170E-001;
6.280000000000000E+008;3.324493190783435E-001;7.934293457454119E-001;
6.390000000000000E+008;4.112781503885800E-001;7.489954991478407E-001;
6.500000000000000E+008;4.798395493352200E-001;6.943151754509542E-001;
6.610000000000000E+008;5.405428956849984E-001;6.370900657689003E-001;
6.720000000000000E+008;5.944205452200504E-001;5.717098791303680E-001;
6.830000000000000E+008;6.368873498650175E-001;5.033466947940243E-001;
6.940000000000000E+008;6.684495840528894E-001;4.346684068622195E-001;
7.050000000000000E+008;6.978814487014368E-001;3.717230605172855E-001;
7.160000000000000E+008;7.261605457535197E-001;3.008226275016066E-001;
7.270000000000000E+008;7.438582889909334E-001;2.239448382668021E-001;
7.380000000000000E+008;7.483743527932069E-001;1.438373727207461E-001;
7.490000000000000E+008;7.413713187115083E-001;7.071864828510874E-002;
7.600000000000000E+008;7.241496936160284E-001;-4.330730424190876E-005;
7.710000000000000E+008;7.048938211245807E-001;-6.191361530864238E-002;
7.820000000000000E+008;6.792373992772763E-001;-1.266076088497823E-001;
7.930000000000000E+008;6.392874669782437E-001;-1.837889044663646E-001;
8.040000000000000E+008;5.987939759801912E-001;-2.243982690140980E-001;
8.150000000000000E+008;5.646271301955530E-001;-2.602247528041586E-001;
8.260000000000000E+008;5.278211247278478E-001;-2.965624072774690E-001;
8.370000000000000E+008;4.875652276638186E-001;-3.299379958601146E-001;
8.480000000000000E+008;4.399918273961450E-001;-3.564281972945199E-001;
8.590000000000000E+008;3.932494501258376E-001;-3.712904614915870E-001;
8.700000000000000E+008;3.529139390482515E-001;-3.733686729066844E-001;
8.810000000000000E+008;3.230841289029973E-001;-3.779215362559334E-001;
8.920000000000000E+008;2.969136239981652E-001;-3.891170768145147E-001;
9.030000000000000E+008;2.590752114802377E-001;-4.006627495788361E-001;
9.140000000000000E+008;2.150064624588624E-001;-3.993068051638663E-001;
9.250000000000000E+008;1.758032249071727E-001;-3.891698295466084E-001;
9.360000000000000E+008;1.471584357720250E-001;-3.658232398415951E-001;
9.470000000000000E+008;1.265997888182676E-001;-3.468535416845612E-001;
9.580000000000000E+008;1.157568052046780E-001;-3.219476345609665E-001;
9.690000000000000E+008;1.128591088351681E-001;-3.054379618059792E-001;
9.800000000000000E+008;1.120788612709340E-001;-2.898017632036239E-001;
9.910000000000000E+008;1.273110227012657E-001;-2.755944653262480E-001;
1.002000000000000E+009;1.390458937436482E-001;-2.849185919370690E-001;
1.013000000000000E+009;1.420334257691821E-001;-2.936461336594750E-001;
1.024000000000000E+009;1.429515686616923E-001;-3.027141509750233E-001;
1.035000000000000E+009;1.433260610897963E-001;-3.048496301851888E-001;
1.046000000000000E+009;1.606566413064035E-001;-3.145214595131547E-001;
1.057000000000000E+009;1.734664828247542E-001;-3.443479202129077E-001;
1.068000000000000E+009;1.680297480854036E-001;-3.874672315431642E-001;
1.079000000000000E+009;1.392899389984171E-001;-4.172146232125877E-001;
1.090000000000000E+009;1.182128740626783E-001;-4.306236904462606E-001;
1.101000000000000E+009;1.048602811695643E-001;-4.477480474135732E-001;
1.112000000000000E+009;8.653126614861390E-002;-4.730658081348593E-001;
1.123000000000000E+009;6.057927388668553E-002;-4.999491348180716E-001;
1.134000000000000E+009;2.672425112284805E-002;-5.224786865947401E-001;
1.145000000000000E+009;-1.360980778158899E-002;-5.386304784461823E-001;
1.156000000000000E+009;-4.961981276741084E-002;-5.479834446315185E-001;
1.167000000000000E+009;-8.821278084305080E-002;-5.623715999732394E-001;
1.178000000000000E+009;-1.344449566916414E-001;-5.696381969119159E-001;
1.189000000000000E+009;-1.796152393828384E-001;-5.716280505572775E-001;
