#Parameters = {D=8; L=80; d_a=10; e_m=9; e_s=30; gap=1.5; m_x=30; m_y=40; m_z=100; mu_m=1; mu_s=1; s_d=2}
#"Frequency / GHz"	"S2,1 [Re]"	"S2,1 [Im]"
#-----------------------------------------
0.0000000000000	-0.0016377381980419	1.4317562413435e-10
0.0040000001899898	-0.0016391575336456	-0.00065269652986899
0.0080000003799796	-0.0016434781718999	-0.0013063553487882
0.012000000104308	-0.0016508889384568	-0.0019619248341769
0.016000000759959	-0.0016617012443021	-0.0026203272864223
0.019999999552965	-0.0016763459425420	-0.0032824454829097
0.024000000208616	-0.0016953706508502	-0.0039491094648838
0.028000000864267	-0.0017194332322106	-0.0046210847795010
0.032000001519918	-0.0017492943443358	-0.0052990610711277
0.035999998450279	-0.0017858053324744	-0.0059836423024535
0.039999999105930	-0.0018299139337614	-0.0066753313876688
0.043999999761581	-0.0018826288869604	-0.0073745320551097
0.048000000417233	-0.0019450389081612	-0.0080815264955163
0.052000001072884	-0.0020182752050459	-0.0087964786216617
0.056000001728535	-0.0021035142708570	-0.0095194270834327
0.059999998658895	-0.0022019622847438	-0.010250273160636
0.064000003039837	-0.0023148378822953	-0.010988784953952
0.068000003695488	-0.0024433548096567	-0.011734595522285
0.071999996900558	-0.0025887233205140	-0.012487191706896
0.075999997556210	-0.0027521271258593	-0.013245924375951
0.079999998211861	-0.0029346928931773	-0.014010011218488
0.083999998867512	-0.0031375118996948	-0.014778531156480
0.087999999523163	-0.0033615934662521	-0.015550435520709
0.092000000178814	-0.0036078707780689	-0.016324548050761
0.096000000834465	-0.0038771734107286	-0.017099577933550
0.10000000149012	-0.0041702301241457	-0.017874130979180
0.10400000214577	-0.0044876523315907	-0.018646702170372
0.10800000280142	-0.0048299226909876	-0.019415702670813
0.11200000345707	-0.0051973722875118	-0.020179463550448
0.11599999666214	-0.0055901920422912	-0.020936256274581
0.11999999731779	-0.0060084243305027	-0.021684288978577
0.12399999797344	-0.0064519331790507	-0.022421743720770
0.12800000607967	-0.0069204382598400	-0.023146767169237
0.13199999928474	-0.0074134534224868	-0.023857500404119
0.13600000739098	-0.0079303467646241	-0.024552097544074
0.14000000059605	-0.0084703080356121	-0.025228722020984
0.14399999380112	-0.0090323295444250	-0.025885589420795
0.14800000190735	-0.0096152545884252	-0.026520952582359
0.15199999511242	-0.010217752307653	-0.027133153751493
0.15600000321865	-0.010838302783668	-0.027720604091883
0.15999999642372	-0.011475244536996	-0.028281820937991
0.16400000452995	-0.012126769870520	-0.028815442696214
0.16799999773502	-0.012790895998478	-0.029320236295462
0.17200000584126	-0.013465528376400	-0.029795102775097
0.17599999904633	-0.014148445799947	-0.030239110812545
0.18000000715256	-0.014837293885648	-0.030651496723294
0.18400000035763	-0.015529640018940	-0.031031671911478
0.18799999356270	-0.016222955659032	-0.031379237771034
0.19200000166893	-0.016914626583457	-0.031694002449512
0.19599999487400	-0.017602005973458	-0.031975977122784
0.20000000298023	-0.018282411620021	-0.032225381582975
0.20399999618530	-0.018953094258904	-0.032442647963762
0.20800000429153	-0.019611343741417	-0.032628454267979
0.21199999749660	-0.020254431292415	-0.032783675938845
0.21600000560284	-0.020879697054625	-0.032909423112869
0.21999999880791	-0.021484466269612	-0.033007051795721
0.22400000691414	-0.022066170349717	-0.033078100532293
0.22800000011921	-0.022622337564826	-0.033124346286058
0.23199999332428	-0.023150563240051	-0.033147796988487
0.23600000143051	-0.023648543283343	-0.033150646835566
0.23999999463558	-0.024114163592458	-0.033135302364826
0.24400000274181	-0.024545432999730	-0.033104348927736
0.24799999594688	-0.024940477684140	-0.033060587942600
0.25200000405312	-0.025297688320279	-0.033006940037012
0.25600001215935	-0.025615565478802	-0.032946530729532
0.25999999046326	-0.025892900303006	-0.032882601022720
0.26399999856949	-0.026128597557545	-0.032818570733070
0.26800000667572	-0.026321865618229	-0.032757911831141
0.27200001478195	-0.026472136378288	-0.032704245299101
0.27599999308586	-0.026579061523080	-0.032661259174347
0.28000000119209	-0.026642566546798	-0.032632719725370
0.28400000929832	-0.026662804186344	-0.032622434198856
0.28799998760223	-0.026640215888619	-0.032634250819683
0.29199999570847	-0.026575503870845	-0.032672032713890
0.29600000381470	-0.026469634845853	-0.032739639282227
