#Parameters = {D=8; L=80; d_a=10; e_m=9; e_s=30; gap=1.5; m_x=30; m_y=40; m_z=100; mu_m=1; mu_s=1; s_d=2}
#"Frequency / GHz"	"S1,1 (m_z=100) [Re]"	"S1,1 (m_z=100) [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#---------------------------------------------------------------------------------------------
0.0000000000000	0.99994099140167	-0.0000000000000	73.000000000000	0.0000000000000
0.0040000001899898	0.99987113475800	-0.011831778101623	73.000000000000	0.0000000000000
0.0080000003799796	0.99966132640839	-0.023662798106670	73.000000000000	0.0000000000000
0.012000000104308	0.99931150674820	-0.035492271184921	73.000000000000	0.0000000000000
0.016000000759959	0.99882131814957	-0.047319386154413	73.000000000000	0.0000000000000
0.019999999552965	0.99819040298462	-0.059143215417862	73.000000000000	0.0000000000000
0.024000000208616	0.99741834402084	-0.070962779223919	73.000000000000	0.0000000000000
0.028000000864267	0.99650448560715	-0.082776963710785	73.000000000000	0.0000000000000
0.032000001519918	0.99544829130173	-0.094584561884403	73.000000000000	0.0000000000000
0.035999998450279	0.99424922466278	-0.10638422518969	73.000000000000	0.0000000000000
0.039999999105930	0.99290657043457	-0.11817449331284	73.000000000000	0.0000000000000
0.043999999761581	0.99142003059387	-0.12995378673077	73.000000000000	0.0000000000000
0.048000000417233	0.98978877067566	-0.14172039926052	73.000000000000	0.0000000000000
0.052000001072884	0.98801261186600	-0.15347254276276	73.000000000000	0.0000000000000
0.056000001728535	0.98609125614166	-0.16520835459232	73.000000000000	0.0000000000000
0.059999998658895	0.98402440547943	-0.17692594230175	73.000000000000	0.0000000000000
0.064000003039837	0.98181200027466	-0.18862332403660	73.000000000000	0.0000000000000
0.068000003695488	0.97945410013199	-0.20029850304127	73.000000000000	0.0000000000000
0.071999996900558	0.97695088386536	-0.21194963157177	73.000000000000	0.0000000000000
0.075999997556210	0.97430264949799	-0.22357475757599	73.000000000000	0.0000000000000
0.079999998211861	0.97150963544846	-0.23517204821110	73.000000000000	0.0000000000000
0.083999998867512	0.96857249736786	-0.24673976004124	73.000000000000	0.0000000000000
0.087999999523163	0.96549159288406	-0.25827628374100	73.000000000000	0.0000000000000
0.092000000178814	0.96226763725281	-0.26978006958961	73.000000000000	0.0000000000000
0.096000000834465	0.95890104770660	-0.28124973177910	73.000000000000	0.0000000000000
0.10000000149012	0.95539271831512	-0.29268395900726	73.000000000000	0.0000000000000
0.10400000214577	0.95174276828766	-0.30408161878586	73.000000000000	0.0000000000000
0.10800000280142	0.94795197248459	-0.31544160842896	73.000000000000	0.0000000000000
0.11200000345707	0.94402068853378	-0.32676306366920	73.000000000000	0.0000000000000
0.11599999666214	0.93994915485382	-0.33804506063461	73.000000000000	0.0000000000000
0.11999999731779	0.93573755025864	-0.34928676486015	73.000000000000	0.0000000000000
0.12399999797344	0.93138599395752	-0.36048743128777	73.000000000000	0.0000000000000
0.12800000607967	0.92689418792725	-0.37164622545242	73.000000000000	0.0000000000000
0.13199999928474	0.92226219177246	-0.38276240229607	73.000000000000	0.0000000000000
0.13600000739098	0.91748946905136	-0.39383503794670	73.000000000000	0.0000000000000
0.14000000059605	0.91257548332214	-0.40486332774162	73.000000000000	0.0000000000000
0.14399999380112	0.90751969814301	-0.41584616899490	73.000000000000	0.0000000000000
0.14800000190735	0.90232151746750	-0.42678245902061	73.000000000000	0.0000000000000
0.15199999511242	0.89698010683060	-0.43767091631889	73.000000000000	0.0000000000000
0.15600000321865	0.89149451255798	-0.44851019978523	73.000000000000	0.0000000000000
0.15999999642372	0.88586407899857	-0.45929870009422	73.000000000000	0.0000000000000
0.16400000452995	0.88008785247803	-0.47003474831581	73.000000000000	0.0000000000000
0.16799999773502	0.87416499853134	-0.48071649670601	73.000000000000	0.0000000000000
0.17200000584126	0.86809486150742	-0.49134203791618	73.000000000000	0.0000000000000
0.17599999904633	0.86187678575516	-0.50190925598145	73.000000000000	0.0000000000000
0.18000000715256	0.85550987720490	-0.51241582632065	73.000000000000	0.0000000000000
0.18400000035763	0.84899395704269	-0.52285969257355	73.000000000000	0.0000000000000
0.18799999356270	0.84232848882675	-0.53323835134506	73.000000000000	0.0000000000000
0.19200000166893	0.83551305532455	-0.54354959726334	73.000000000000	0.0000000000000
0.19599999487400	0.82854771614075	-0.55379092693329	73.000000000000	0.0000000000000
0.20000000298023	0.82143205404282	-0.56396007537842	73.000000000000	0.0000000000000
0.20399999618530	0.81416624784470	-0.57405447959900	73.000000000000	0.0000000000000
0.20800000429153	0.80675035715103	-0.58407205343246	73.000000000000	0.0000000000000
0.21199999749660	0.79918444156647	-0.59401035308838	73.000000000000	0.0000000000000
0.21600000560284	0.79146856069565	-0.60386723279953	73.000000000000	0.0000000000000
0.21999999880791	0.78360271453857	-0.61364060640335	73.000000000000	0.0000000000000
0.22400000691414	0.77558737993240	-0.62332838773727	73.000000000000	0.0000000000000
0.22800000011921	0.76742231845856	-0.63292837142944	73.000000000000	0.0000000000000
0.23199999332428	0.75910758972168	-0.64243865013123	73.000000000000	0.0000000000000
0.23600000143051	0.75064319372177	-0.65185725688934	73.000000000000	0.0000000000000
0.23999999463558	0.74202895164490	-0.66118216514587	73.000000000000	0.0000000000000
0.24400000274181	0.73326444625854	-0.67041128873825	73.000000000000	0.0000000000000
0.24799999594688	0.72434955835342	-0.67954254150391	73.000000000000	0.0000000000000
0.25200000405312	0.71528375148773	-0.68857371807098	73.000000000000	0.0000000000000
0.25600001215935	0.70606613159180	-0.69750255346298	73.000000000000	0.0000000000000
0.25999999046326	0.69669640064240	-0.70632666349411	73.000000000000	0.0000000000000
0.26399999856949	0.68717378377914	-0.71504324674606	73.000000000000	0.0000000000000
0.26800000667572	0.67749738693237	-0.72364974021912	73.000000000000	0.0000000000000
0.27200001478195	0.66766649484634	-0.73214298486710	73.000000000000	0.0000000000000
0.27599999308586	0.65768027305603	-0.74051976203918	73.000000000000	0.0000000000000
0.28000000119209	0.64753800630569	-0.74877673387527	73.000000000000	0.0000000000000
0.28400000929832	0.63723939657211	-0.75691026449203	73.000000000000	0.0000000000000
0.28799998760223	0.62678325176239	-0.76491647958755	73.000000000000	0.0000000000000
0.29199999570847	0.61616951227188	-0.77279120683670	73.000000000000	0.0000000000000
