#Parameters = {D=8; L=119.5; Z0=73; Gap=1.5}
#"Frequency / GHz"	"S1,1 (L=119.5) [Magnitude]"
#----------------------------------------------
0.10000000149012	0.33764353949552
0.10400000214577	0.32394784267468
0.10800000280142	0.30987259174720
0.11200000345707	0.29543943530533
0.11599999666214	0.28066506215937
0.11999999731779	0.26556726836978
0.12399999797344	0.25016994008851
0.12800000607967	0.23448989380798
0.13199999928474	0.21854874716980
0.13600000739098	0.20236888225795
0.14000000059605	0.18597171901540
0.14399999380112	0.16938036255733
0.14800000190735	0.15261691083931
0.15199999511242	0.13570417356110
0.15600000321865	0.11866754276130
0.15999999642372	0.10153025976152
0.16400000452995	0.084316538691941
0.16799999773502	0.067049865920308
0.17200000584126	0.049757845927658
0.17599999904633	0.032464539932122
0.18000000715256	0.015194127959430
0.18400000035763	-0.0020261669760366
0.18799999356270	-0.019171761869575
0.19200000166893	-0.036216448773998
0.19599999487400	-0.053135271835962
0.20000000298023	-0.069901837563443
0.20399999618530	-0.086491361104626
0.20800000429153	-0.10287732925933
0.21199999749660	-0.11903594268600
0.21600000560284	-0.13494204234909
0.21999999880791	-0.15057028865064
0.22400000691414	-0.16589778232614
0.22800000011921	-0.18089954538085
0.23199999332428	-0.19555351869476
0.23600000143051	-0.20983730597634
0.23999999463558	-0.22372702062404
0.24400000274181	-0.23720203696683
0.24799999594688	-0.25024390344946
0.25200000405312	-0.26282986854426
0.25600001215935	-0.27494384408015
0.25999999046326	-0.28656448571602
0.26399999856949	-0.29767806219766
0.26800000667572	-0.30826661855082
0.27200001478195	-0.31831582013392
0.27599999308586	-0.32781227567171
0.28000000119209	-0.33674155522766
0.28400000929832	-0.34509486412462
0.28799998760223	-0.35286045105510
0.29199999570847	-0.36002907892960
0.29600000381470	-0.36659387644506
0.30000001192093	-0.37254891376274
0.30399999022484	-0.37788787331983
0.30799999833107	-0.38260912336818
0.31200000643730	-0.38670931296837
0.31600001454353	-0.39018750801929
0.31999999284744	-0.39304457716474
